State,Type,County,Violent crime,Murder and non-negligent manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson
OREGON,Non-Metro,Grant,0,0,0,0,0,32,4,24,4,1
OREGON,Non-Metro,Harney,3,0,0,0,3,22,12,9,1,1
OREGON,Non-Metro,Jefferson,4,0,2,1,1,242,68,145,29,1
OREGON,Non-Metro,Lake,1,0,0,0,1,31,10,21,0,0
OREGON,Non-Metro,Lincoln,42,1,8,1,32,357,129,211,17,3
OREGON,Non-Metro,Linn,40,2,11,7,20,"1,017",276,668,73,8
OREGON,Non-Metro,Morrow,11,1,3,1,6,122,17,100,5,1
OREGON,Non-Metro,Sherman,0,0,0,0,0,45,3,39,3,0
OREGON,Non-Metro,Tillamook,8,2,1,2,3,293,90,179,24,0
OREGON,Non-Metro,Umatilla,62,1,6,4,51,411,119,249,43,2
OREGON,Non-Metro,Union,10,0,0,0,10,175,44,124,7,3
OREGON,Non-Metro,Wasco,3,1,0,1,1,171,51,107,13,1
PENNSYLVANIA,Metro,Allegheny,30,0,0,0,30,115,0,105,10,126
PENNSYLVANIA,Metro,Beaver,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Metro,Blair,1,0,0,0,1,0,0,0,0,0
PENNSYLVANIA,Metro,Butler,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Metro,Cumberland,1,0,0,0,1,0,0,0,0,0
PENNSYLVANIA,Metro,Erie,2,0,0,0,2,1,0,1,0,0
PENNSYLVANIA,Metro,Luzerne,1,0,0,0,1,4,0,4,0,0
PENNSYLVANIA,Metro,Mercer,2,0,0,0,2,0,0,0,0,0
PENNSYLVANIA,Metro,Montgomery,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Metro,Washington,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Metro,York,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Non-Metro,Clarion,0,0,0,0,0,3,2,1,0,0
PENNSYLVANIA,Non-Metro,Elk,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Non-Metro,Franklin,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Non-Metro,Greene,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Non-Metro,Jefferson,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Non-Metro,Snyder,0,0,0,0,0,1,0,1,0,0
PENNSYLVANIA,Non-Metro,Tioga,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Metro,Aiken,380,4,42,64,270,"3,543","1,426","1,813",304,3
PENNSYLVANIA,Metro,Anderson,795,4,47,101,643,"6,278","1,829","3,928",521,27
PENNSYLVANIA,Metro,Berkeley,534,3,36,88,407,"3,424",976,"2,081",367,19
PENNSYLVANIA,Metro,Calhoun,50,1,1,5,43,338,109,183,46,10
PENNSYLVANIA,Metro,Charleston,577,9,18,98,452,"2,374",776,"1,364",234,8
PENNSYLVANIA,Metro,Darlington,371,8,19,54,290,"1,866",658,"1,078",130,11
PENNSYLVANIA,Metro,Dorchester,370,1,9,74,286,"2,536",833,"1,481",222,8
PENNSYLVANIA,Metro,Edgefield,30,2,3,4,21,435,144,251,40,2
PENNSYLVANIA,Metro,Fairfield,155,0,2,10,143,661,173,419,69,2
PENNSYLVANIA,Metro,Florence,342,9,24,70,239,"2,784",800,"1,806",178,7
PENNSYLVANIA,Metro,Greenville,"1,748",17,111,323,"1,297","10,103","2,797","6,521",785,43
PENNSYLVANIA,Metro,Horry,945,14,53,149,729,"7,429","1,877","4,741",811,30
PENNSYLVANIA,Metro,Laurens,238,1,16,20,201,"1,336",499,683,154,12
PENNSYLVANIA,Metro,Lexington,505,6,52,96,351,"3,902",981,"2,574",347,10
PENNSYLVANIA,Metro,Pickens,267,4,26,12,225,"1,968",600,"1,201",167,6
PENNSYLVANIA,Metro,Richland,"2,390",12,94,311,"1,973","9,681","2,784","5,913",984,42
PENNSYLVANIA,Metro,Saluda,47,0,9,0,38,252,89,141,22,1
PENNSYLVANIA,Metro,Spartanburg,631,8,52,103,468,"5,955","1,646","3,859",450,36
PENNSYLVANIA,Metro,York,420,1,43,43,333,"2,772",723,"1,877",172,17
SOUTH CAROLINA,Non-Metro,Abbeville,44,0,2,1,41,346,87,235,24,9
SOUTH CAROLINA,Non-Metro,Allendale,16,0,0,0,16,106,38,61,7,0
SOUTH CAROLINA,Non-Metro,Bamberg,51,0,5,3,43,294,104,168,22,6
SOUTH CAROLINA,Non-Metro,Barnwell,103,0,4,6,93,382,115,246,21,3
SOUTH CAROLINA,Non-Metro,Beaufort,713,4,17,96,596,"3,914","1,120","2,576",218,21
SOUTH CAROLINA,Non-Metro,Chester,154,3,5,13,133,903,258,581,64,6
SOUTH CAROLINA,Non-Metro,Chesterfield,140,3,9,6,122,842,222,564,56,6
SOUTH CAROLINA,Non-Metro,Clarendon,125,1,10,9,105,912,268,575,69,2
SOUTH CAROLINA,Non-Metro,Colleton,208,7,17,28,156,"1,332",421,728,183,16
SOUTH CAROLINA,Non-Metro,Dillon,263,2,1,41,219,"1,154",488,602,64,10
SOUTH CAROLINA,Non-Metro,Georgetown,208,2,9,19,178,"1,592",491,971,130,7
SOUTH CAROLINA,Non-Metro,Greenwood,287,0,12,14,261,"1,642",394,"1,174",74,1
SOUTH CAROLINA,Non-Metro,Hampton,92,0,1,7,84,345,133,195,17,3
SOUTH CAROLINA,Non-Metro,Jasper,65,2,4,19,40,715,226,438,51,2
SOUTH CAROLINA,Non-Metro,Lancaster,273,3,17,51,202,"2,064",639,"1,301",124,3
SOUTH CAROLINA,Non-Metro,Lee,77,1,4,4,68,545,233,268,44,7
SOUTH CAROLINA,Non-Metro,Marion,124,0,4,13,107,724,241,432,51,2
SOUTH CAROLINA,Non-Metro,Marlboro,186,2,14,17,153,732,257,415,60,4
SOUTH CAROLINA,Non-Metro,McCormick,19,0,1,3,15,119,37,65,17,1
SOUTH CAROLINA,Non-Metro,Newberry,63,3,3,11,46,437,98,312,27,1
SOUTH CAROLINA,Non-Metro,Oconee,269,0,25,10,234,"1,386",475,787,124,6
SOUTH CAROLINA,Non-Metro,Orangeburg,392,15,15,101,261,"3,674","1,122","2,067",485,12
SOUTH CAROLINA,Non-Metro,Union,104,1,0,7,96,532,170,348,14,3
SOUTH CAROLINA,Non-Metro,Williamsburg,128,5,8,22,93,879,291,483,105,7
SOUTH DAKOTA,Metro,Lincoln,12,0,1,0,11,127,40,80,7,1
SOUTH DAKOTA,Metro,Meade,4,0,0,1,3,41,11,27,3,0
SOUTH DAKOTA,Metro,Minnehaha,38,0,2,2,34,373,180,175,18,2
SOUTH DAKOTA,Metro,Pennington,85,2,25,0,58,396,105,278,13,3
SOUTH DAKOTA,Metro,Turner,5,0,1,0,4,44,11,25,8,2
SOUTH DAKOTA,Metro,Union,3,0,2,0,1,33,0,31,2,0
SOUTH DAKOTA,Non-Metro,Beadle,1,0,0,0,1,33,11,21,1,0
SOUTH DAKOTA,Non-Metro,Bennett,2,0,0,0,2,15,4,11,0,0
SOUTH DAKOTA,Non-Metro,Bon Homme,0,0,0,0,0,1,1,0,0,0
SOUTH DAKOTA,Non-Metro,Brookings,3,0,0,0,3,84,20,63,1,0
SOUTH DAKOTA,Non-Metro,Brown,4,0,0,0,4,30,4,23,3,0
SOUTH DAKOTA,Non-Metro,Butte,0,0,0,0,0,23,10,12,1,1
SOUTH DAKOTA,Non-Metro,Campbell,0,0,0,0,0,3,2,1,0,0
SOUTH DAKOTA,Non-Metro,Charles Mix,16,0,1,0,15,43,21,17,5,2
SOUTH DAKOTA,Non-Metro,Clark,0,0,0,0,0,13,8,4,1,0
SOUTH DAKOTA,Non-Metro,Clay,1,0,0,0,1,18,1,15,2,0
SOUTH DAKOTA,Non-Metro,Codington,10,0,4,0,6,33,5,24,4,0
SOUTH DAKOTA,Non-Metro,Custer,5,0,0,0,5,63,21,38,4,0
SOUTH DAKOTA,Non-Metro,Davison,1,0,0,0,1,6,1,4,1,0
SOUTH DAKOTA,Non-Metro,Deuel,0,0,0,0,0,21,7,11,3,0
SOUTH DAKOTA,Non-Metro,Dewey,1,0,1,0,0,9,2,5,2,0
SOUTH DAKOTA,Non-Metro,Edmunds,0,0,0,0,0,2,1,0,1,0
SOUTH DAKOTA,Non-Metro,Faulk,0,0,0,0,0,12,4,8,0,0
SOUTH DAKOTA,Non-Metro,Hamlin,9,1,1,1,6,43,24,17,2,1
SOUTH DAKOTA,Non-Metro,Hanson,0,0,0,0,0,15,3,10,2,0
SOUTH DAKOTA,Non-Metro,Harding,0,0,0,0,0,1,1,0,0,0
SOUTH DAKOTA,Non-Metro,Hughes,2,1,1,0,0,12,9,3,0,0
SOUTH DAKOTA,Non-Metro,Jerauld,0,0,0,0,0,1,0,1,0,0
SOUTH DAKOTA,Non-Metro,Lawrence,2,0,0,0,2,29,14,15,0,1
SOUTH DAKOTA,Non-Metro,Marshall,5,0,2,0,3,55,23,29,3,0
SOUTH DAKOTA,Non-Metro,Mellette,8,0,0,1,7,11,6,5,0,0
SOUTH DAKOTA,Non-Metro,Miner,1,0,0,0,1,10,5,5,0,0
SOUTH DAKOTA,Non-Metro,Moody,2,0,0,1,1,15,2,11,2,0
SOUTH DAKOTA,Non-Metro,Roberts,10,0,1,0,9,15,7,5,3,2
SOUTH DAKOTA,Non-Metro,Spink,9,0,0,0,9,38,12,26,0,0
SOUTH DAKOTA,Non-Metro,Stanley,1,0,0,0,1,49,7,41,1,0
SOUTH DAKOTA,Non-Metro,Sully,1,0,0,0,1,1,0,0,1,0
SOUTH DAKOTA,Non-Metro,Tripp,1,0,0,0,1,12,4,7,1,2
SOUTH DAKOTA,Non-Metro,Yankton,7,0,3,0,4,111,32,73,6,0
SOUTH DAKOTA,Non-Metro,Ziebach,0,0,0,0,0,0,0,0,0,0
TENNESSEE,Metro,Anderson,111,1,7,13,90,"1,021",453,503,65,7
TENNESSEE,Metro,Bradley,243,0,6,10,227,884,268,552,64,3
TENNESSEE,Metro,Cannon,19,0,1,0,18,133,63,54,16,2
TENNESSEE,Metro,Carter,63,0,0,1,62,710,275,390,45,10
TENNESSEE,Metro,Cheatham,84,6,9,1,68,669,205,390,74,1
TENNESSEE,Metro,Chester,26,1,3,1,21,145,40,79,26,0
TENNESSEE,Metro,Dickson,75,2,16,1,56,558,183,325,50,5
TENNESSEE,Metro,Fayette,119,0,0,3,116,610,209,355,46,0
TENNESSEE,Metro,Hamblen,121,0,3,21,97,950,365,551,34,9
TENNESSEE,Metro,Hamilton,259,1,15,20,223,"1,712",579,"1,041",92,5
TENNESSEE,Metro,Hartsville,45,0,2,0,43,271,73,195,3,3
TENNESSEE,Metro,Hawkins,75,3,5,9,58,"1,302",558,644,100,5
TENNESSEE,Metro,Hickman,41,2,4,1,34,243,79,132,32,0
TENNESSEE,Metro,Jefferson,93,3,7,9,74,952,375,510,67,3
TENNESSEE,Metro,Knox,650,8,27,129,486,"5,996","1,847","3,750",399,23
TENNESSEE,Metro,Loudon,84,2,2,16,64,677,229,398,50,5
TENNESSEE,Metro,Macon,36,0,2,0,34,189,34,141,14,1
TENNESSEE,Metro,Madison,155,2,13,10,130,893,281,530,82,7
TENNESSEE,Metro,Marion,79,1,2,5,71,400,124,219,57,1
TENNESSEE,Metro,Montgomery,92,1,9,0,82,741,154,548,39,3
TENNESSEE,Metro,Polk,32,0,0,0,32,234,56,156,22,4
TENNESSEE,Metro,Robertson,84,0,9,1,74,449,155,256,38,5
TENNESSEE,Metro,Rutherford,241,0,13,11,217,"1,504",451,933,120,4
TENNESSEE,Metro,Sequatchie,26,0,4,0,22,132,36,71,25,4
TENNESSEE,Metro,Shelby,474,6,39,69,360,"3,538","1,291","1,987",260,16
TENNESSEE,Metro,Smith,17,0,2,0,15,59,31,25,3,0
TENNESSEE,Metro,Stewart,24,0,2,1,21,194,78,99,17,0
TENNESSEE,Metro,Sullivan,280,1,34,12,233,"1,633",607,929,97,18
TENNESSEE,Metro,Tipton,347,2,15,7,323,765,222,453,90,6
TENNESSEE,Metro,Unicoi,12,1,1,1,9,145,39,100,6,3
TENNESSEE,Metro,Union,33,1,1,3,28,330,141,161,28,1
TENNESSEE,Metro,Washington,243,3,18,11,211,"1,120",460,608,52,4
TENNESSEE,Metro,Williamson,47,2,2,2,41,539,174,345,20,2
TENNESSEE,Metro,Wilson,257,3,65,11,178,"1,071",449,570,52,0
TENNESSEE,Non-Metro,Bedford,41,0,0,4,37,259,113,133,13,2
TENNESSEE,Non-Metro,Benton,36,1,2,0,33,247,63,175,9,1
TENNESSEE,Non-Metro,Bledsoe,4,0,0,0,4,111,64,37,10,0
TENNESSEE,Non-Metro,Campbell,65,1,7,5,52,"1,035",424,553,58,16
TENNESSEE,Non-Metro,Carroll,38,0,1,1,36,193,97,83,13,0
TENNESSEE,Non-Metro,Claiborne,105,1,1,17,86,827,347,433,47,3
TENNESSEE,Non-Metro,Clay,15,1,1,0,13,97,58,34,5,1
TENNESSEE,Non-Metro,Cocke,145,2,0,20,123,"1,084",469,520,95,9
TENNESSEE,Non-Metro,Coffee,106,0,6,4,96,507,94,367,46,7
TENNESSEE,Non-Metro,Crockett,28,1,0,1,26,107,37,62,8,2
TENNESSEE,Non-Metro,Cumberland,77,2,5,8,62,"1,036",432,523,81,4
TENNESSEE,Non-Metro,Decatur,17,0,1,4,12,178,68,97,13,3
TENNESSEE,Non-Metro,DeKalb,29,0,3,3,23,351,143,189,19,1
TENNESSEE,Non-Metro,Dyer,42,0,0,1,41,349,100,226,23,1
TENNESSEE,Non-Metro,Fentress,22,0,0,1,21,338,147,176,15,0
TENNESSEE,Non-Metro,Franklin,37,2,9,2,24,356,63,255,38,10
TENNESSEE,Non-Metro,Gibson,66,0,3,4,59,358,181,152,25,5
TENNESSEE,Non-Metro,Giles,39,1,4,2,32,243,102,125,16,3
TENNESSEE,Non-Metro,Greene,168,1,11,15,141,"1,406",602,724,80,6
TENNESSEE,Non-Metro,Hancock,13,0,1,0,12,142,55,83,4,0
TENNESSEE,Non-Metro,Hardeman,82,1,4,3,74,412,205,161,46,4
TENNESSEE,Non-Metro,Hardin,76,1,3,1,71,397,146,211,40,8
TENNESSEE,Non-Metro,Haywood,44,1,2,2,39,198,69,104,25,2
TENNESSEE,Non-Metro,Henderson,103,0,8,5,90,421,126,254,41,5
TENNESSEE,Non-Metro,Henry,46,3,2,2,39,455,140,298,17,2
TENNESSEE,Non-Metro,Houston,19,0,0,0,19,149,57,82,10,1
TENNESSEE,Non-Metro,Humphreys,20,1,1,0,18,153,44,100,9,0
TENNESSEE,Non-Metro,Jackson,24,0,1,5,18,222,63,141,18,4
TENNESSEE,Non-Metro,Johnson,70,1,2,3,64,217,103,90,24,4
TENNESSEE,Non-Metro,Lake,3,0,0,0,3,21,3,16,2,0
TENNESSEE,Non-Metro,Lauderdale,60,1,2,4,53,406,179,183,44,1
TENNESSEE,Non-Metro,Lawrence,101,1,7,2,91,570,257,267,46,13
TENNESSEE,Non-Metro,Lewis,21,0,4,0,17,161,53,95,13,3
TENNESSEE,Non-Metro,Lincoln,102,0,0,2,100,475,197,254,24,4
TENNESSEE,Non-Metro,Marshall,23,0,1,0,22,138,35,98,5,1
TENNESSEE,Non-Metro,Maury,140,4,11,8,117,743,185,489,69,6
TENNESSEE,Non-Metro,McMinn,77,1,3,3,70,756,230,441,85,4
TENNESSEE,Non-Metro,McNairy,39,1,5,1,32,299,94,166,39,1
TENNESSEE,Non-Metro,Meigs,41,1,5,0,35,285,89,165,31,2
TENNESSEE,Non-Metro,Monroe,99,1,2,1,95,721,184,478,59,8
TENNESSEE,Non-Metro,Moore,5,0,2,0,3,110,21,88,1,0
TENNESSEE,Non-Metro,Obion,16,0,2,1,13,225,50,151,24,2
TENNESSEE,Non-Metro,Overton,27,1,1,0,25,214,99,107,8,0
TENNESSEE,Non-Metro,Perry,25,0,1,0,24,141,54,82,5,3
TENNESSEE,Non-Metro,Putnam,86,2,4,0,80,784,173,559,52,6
TENNESSEE,Non-Metro,Rhea,87,0,9,4,74,363,116,209,38,3
TENNESSEE,Non-Metro,Roane,56,0,0,2,54,705,227,423,55,0
TENNESSEE,Non-Metro,Scott,80,0,4,2,74,560,287,254,19,1
TENNESSEE,Non-Metro,Sevier,152,4,25,15,108,"2,038",917,"1,036",85,1
TENNESSEE,Non-Metro,Van Buren,15,0,0,0,15,80,29,45,6,2
TENNESSEE,Non-Metro,Warren,42,0,1,2,39,390,166,186,38,3
TENNESSEE,Non-Metro,Wayne,20,2,0,1,17,75,14,52,9,1
TENNESSEE,Non-Metro,Weakley,45,0,0,1,44,222,83,125,14,0
TENNESSEE,Non-Metro,White,53,1,3,1,48,458,126,288,44,2
TEXAS,Metro,Aransas,21,0,6,3,12,319,116,181,22,0
TEXAS,Metro,Archer,8,0,1,0,7,70,23,45,2,1
TEXAS,Metro,Armstrong,0,0,0,0,0,22,11,10,1,0
TEXAS,Metro,Atascosa,29,0,0,0,29,378,119,239,20,1
TEXAS,Metro,Austin,18,5,4,0,9,194,98,83,13,0
TEXAS,Metro,Bandera,13,0,0,0,13,208,103,105,0,0
TEXAS,Metro,Bastrop,329,3,21,10,295,"1,076",497,520,59,6
TEXAS,Metro,Bell,40,0,18,6,16,837,294,516,27,17
TEXAS,Metro,Bexar,546,11,73,110,352,"6,999","2,151","4,417",431,90
TEXAS,Metro,Bowie,113,1,9,2,101,728,243,415,70,11
TEXAS,Metro,Brazoria,133,0,26,31,76,"1,514",573,836,105,0
TEXAS,Metro,Brazos,49,0,2,1,46,405,131,255,19,2
TEXAS,Metro,Burleson,27,0,17,0,10,130,76,39,15,0
TEXAS,Metro,Caldwell,16,0,2,0,14,210,71,132,7,0
TEXAS,Metro,Calhoun,20,0,2,0,18,127,37,86,4,0
TEXAS,Metro,Callahan,12,0,0,0,12,83,31,41,11,0
TEXAS,Metro,Cameron,157,1,6,31,119,"1,734",754,873,107,14
TEXAS,Metro,Carson,4,0,0,1,3,41,4,35,2,0
TEXAS,Metro,Chambers,49,2,3,5,39,523,159,305,59,4
TEXAS,Metro,Clay,10,0,0,2,8,130,43,83,4,1
TEXAS,Metro,Collin,86,0,9,4,73,809,417,315,77,1
TEXAS,Metro,Comal,230,2,32,12,184,930,350,552,28,1
TEXAS,Metro,Coryell,9,0,0,0,9,137,59,65,13,0
TEXAS,Metro,Crosby,1,0,0,0,1,16,5,9,2,0
TEXAS,Metro,Dallas,23,0,3,3,17,286,89,176,21,15
TEXAS,Metro,Delta,5,0,0,3,2,116,39,72,5,0
TEXAS,Metro,Denton,85,1,9,5,70,878,292,514,72,5
TEXAS,Metro,Ector,154,4,0,12,138,"1,172",362,750,60,3
TEXAS,Metro,Ellis,68,1,6,4,57,733,258,417,58,7
TEXAS,Metro,El Paso,310,2,34,23,251,"1,374",369,872,133,18
TEXAS,Metro,Fort Bend,896,8,50,132,706,"4,440","1,579","2,625",236,22
TEXAS,Metro,Galveston,112,0,13,13,86,873,288,516,69,19
TEXAS,Metro,Goliad,18,0,4,0,14,52,21,29,2,0
TEXAS,Metro,Grayson,42,5,10,6,21,704,244,409,51,10
TEXAS,Metro,Gregg,109,3,26,3,77,623,200,322,101,5
TEXAS,Metro,Guadalupe,59,1,5,3,50,750,318,386,46,6
TEXAS,Metro,Hardin,38,1,6,2,29,376,114,210,52,4
TEXAS,Metro,Harris,"8,089",77,212,"3,059","4,741","55,841","15,240","35,318","5,283",401
TEXAS,Metro,Hays,116,3,7,4,102,"1,119",332,750,37,4
TEXAS,Metro,Hidalgo,640,14,77,156,393,"7,208","2,835","3,876",497,191
TEXAS,Metro,Hunt,93,3,0,17,73,"1,194",659,465,70,2
TEXAS,Metro,Irion,1,0,0,0,1,18,2,15,1,0
TEXAS,Metro,Jefferson,25,2,2,3,18,474,126,287,61,0
TEXAS,Metro,Johnson,100,3,0,4,93,"1,107",370,705,32,6
TEXAS,Metro,Jones,4,0,1,0,3,73,23,47,3,0
TEXAS,Metro,Kaufman,189,2,25,8,154,"1,337",587,618,132,1
TEXAS,Metro,Kendall,17,0,7,4,6,202,67,127,8,2
TEXAS,Metro,Lampasas,1,0,1,0,0,101,29,69,3,2
TEXAS,Metro,Liberty,189,3,4,5,177,"1,270",438,644,188,11
TEXAS,Metro,Lubbock,174,0,25,9,140,662,199,394,69,4
TEXAS,Metro,McLennan,109,0,38,7,64,765,304,405,56,14
TEXAS,Metro,Medina,41,0,2,0,39,255,117,120,18,0
TEXAS,Metro,Midland,29,1,0,4,24,527,194,301,32,1
TEXAS,Metro,Montgomery,862,7,50,146,659,"7,561","2,184","4,824",553,27
TEXAS,Metro,Nueces,62,1,2,5,54,250,95,147,8,0
TEXAS,Metro,Orange,81,0,6,6,69,852,328,446,78,1
TEXAS,Metro,Parker,104,3,6,4,91,"1,128",437,626,65,0
TEXAS,Metro,Potter,30,3,4,1,22,211,67,128,16,1
TEXAS,Metro,Randall,31,0,3,1,27,348,114,199,35,3
TEXAS,Metro,Robertson,2,0,0,0,2,195,50,129,16,2
TEXAS,Metro,Rockwall,33,1,5,1,26,199,77,99,23,0
TEXAS,Metro,Rusk,68,5,2,3,58,567,248,262,57,5
TEXAS,Metro,San Jacinto,82,2,4,10,66,761,362,340,59,3
TEXAS,Metro,San Patricio,31,1,1,8,21,298,111,171,16,3
TEXAS,Metro,Smith,184,7,64,23,90,"2,021",629,"1,229",163,27
TEXAS,Metro,Tarrant,105,1,27,14,63,"1,245",445,722,78,0
TEXAS,Metro,Taylor,17,0,4,1,12,190,95,79,16,0
TEXAS,Metro,Tom Green,24,1,9,4,10,296,84,205,7,3
TEXAS,Metro,Travis,495,9,15,57,414,"3,692","1,168","2,367",157,28
TEXAS,Metro,Upshur,41,0,9,3,29,554,184,332,38,2
TEXAS,Metro,Victoria,109,1,7,7,94,555,175,351,29,0
TEXAS,Metro,Waller,38,2,2,2,32,323,118,178,27,0
TEXAS,Metro,Webb,90,2,3,2,83,311,120,155,36,3
TEXAS,Metro,Wichita,29,0,2,3,24,154,48,102,4,8
TEXAS,Metro,Williamson,129,2,26,6,95,"1,572",392,"1,129",51,10
TEXAS,Metro,Wilson,15,1,1,2,11,238,86,135,17,0
TEXAS,Metro,Wise,117,0,9,2,106,449,175,262,12,0
TEXAS,Non-Metro,Anderson,78,4,6,3,65,396,165,213,18,13
TEXAS,Non-Metro,Andrews,5,0,0,0,5,90,36,52,2,0
TEXAS,Non-Metro,Angelina,54,0,7,7,40,371,176,180,15,1
TEXAS,Non-Metro,Bailey,3,0,1,0,2,41,20,18,3,0
TEXAS,Non-Metro,Baylor,3,0,0,0,3,21,10,10,1,1
TEXAS,Non-Metro,Bee,43,0,9,2,32,148,47,85,16,2
TEXAS,Non-Metro,Blanco,13,0,0,0,13,94,45,35,14,0
TEXAS,Non-Metro,Borden,0,0,0,0,0,2,2,0,0,0
TEXAS,Non-Metro,Bosque,5,0,0,0,5,133,45,83,5,0
TEXAS,Non-Metro,Brewster,8,1,1,0,6,32,14,17,1,0
TEXAS,Non-Metro,Briscoe,2,0,0,0,2,8,5,2,1,0
TEXAS,Non-Metro,Brooks,9,0,2,0,7,5,1,2,2,1
TEXAS,Non-Metro,Brown,37,0,0,0,37,193,75,115,3,2
TEXAS,Non-Metro,Burnet,14,0,5,0,9,307,119,155,33,1
TEXAS,Non-Metro,Camp,7,0,5,0,2,139,73,61,5,1
TEXAS,Non-Metro,Cass,39,0,8,1,30,394,160,197,37,0
TEXAS,Non-Metro,Castro,3,1,0,0,2,70,24,44,2,1
TEXAS,Non-Metro,Cherokee,66,2,3,7,54,539,192,292,55,4
TEXAS,Non-Metro,Childress,5,0,1,0,4,13,6,5,2,4
TEXAS,Non-Metro,Cochran,0,0,0,0,0,73,22,46,5,1
TEXAS,Non-Metro,Coke,1,0,0,0,1,16,15,0,1,0
TEXAS,Non-Metro,Coleman,1,0,0,0,1,47,17,26,4,1
TEXAS,Non-Metro,Collingsworth,0,0,0,0,0,0,0,0,0,0
TEXAS,Non-Metro,Colorado,11,0,1,1,9,160,55,91,14,0
TEXAS,Non-Metro,Comanche,15,0,0,0,15,127,40,84,3,1
TEXAS,Non-Metro,Concho,3,0,2,0,1,14,7,5,2,0
TEXAS,Non-Metro,Cooke,29,2,6,3,18,280,102,159,19,2
TEXAS,Non-Metro,Cottle,0,0,0,0,0,4,3,1,0,0
TEXAS,Non-Metro,Crane,1,0,0,0,1,25,11,13,1,1
TEXAS,Non-Metro,Culberson,5,0,1,0,4,10,0,8,2,0
TEXAS,Non-Metro,Dallam,1,0,0,0,1,26,8,17,1,0
TEXAS,Non-Metro,Dawson,0,0,0,0,0,44,14,26,4,1
TEXAS,Non-Metro,Deaf Smith,7,0,1,1,5,82,33,46,3,3
TEXAS,Non-Metro,DeWitt,18,0,0,0,18,98,36,60,2,1
TEXAS,Non-Metro,Dickens,0,0,0,0,0,1,1,0,0,0
TEXAS,Non-Metro,Dimmit,47,0,0,5,42,157,55,91,11,1
TEXAS,Non-Metro,Donley,9,0,0,0,9,40,14,25,1,0
TEXAS,Non-Metro,Duval,39,1,1,3,34,99,37,47,15,0
TEXAS,Non-Metro,Eastland,4,0,0,0,4,19,6,12,1,1
TEXAS,Non-Metro,Edwards,3,0,0,0,3,31,14,17,0,0
TEXAS,Non-Metro,Erath,20,0,8,0,12,134,35,83,16,0
TEXAS,Non-Metro,Falls,7,0,0,0,7,92,40,39,13,1
TEXAS,Non-Metro,Fannin,23,1,3,0,19,218,91,116,11,0
TEXAS,Non-Metro,Fayette,6,2,0,0,4,180,67,101,12,2
TEXAS,Non-Metro,Fisher,10,0,0,0,10,54,22,32,0,0
TEXAS,Non-Metro,Floyd,4,0,1,0,3,9,3,6,0,0
TEXAS,Non-Metro,Foard,1,0,0,0,1,6,2,4,0,0
TEXAS,Non-Metro,Franklin,19,0,4,2,13,108,57,42,9,0
TEXAS,Non-Metro,Freestone,8,1,0,0,7,135,36,88,11,0
TEXAS,Non-Metro,Frio,4,0,0,0,4,83,38,41,4,0
TEXAS,Non-Metro,Gaines,6,1,0,0,5,70,24,41,5,4
TEXAS,Non-Metro,Garza,2,0,0,0,2,36,15,18,3,0
TEXAS,Non-Metro,Gillespie,8,1,3,0,4,89,30,58,1,0
TEXAS,Non-Metro,Glasscock,1,0,0,0,1,13,3,10,0,0
TEXAS,Non-Metro,Gonzales,13,1,2,2,8,133,54,62,17,2
TEXAS,Non-Metro,Gray,11,0,2,1,8,100,33,64,3,0
TEXAS,Non-Metro,Grimes,16,1,2,2,11,309,117,170,22,2
TEXAS,Non-Metro,Hale,3,0,1,0,2,98,45,47,6,0
TEXAS,Non-Metro,Hall,3,0,0,1,2,6,2,3,1,0
TEXAS,Non-Metro,Hamilton,24,0,1,2,21,184,98,79,7,3
TEXAS,Non-Metro,Hansford,1,0,0,0,1,20,4,15,1,3
TEXAS,Non-Metro,Hardeman,7,0,1,0,6,98,45,51,2,16
TEXAS,Non-Metro,Harrison,112,1,3,4,104,590,235,332,23,1
TEXAS,Non-Metro,Hartley,9,0,1,0,8,34,13,19,2,0
TEXAS,Non-Metro,Haskell,2,0,1,0,1,15,4,11,0,0
TEXAS,Non-Metro,Hemphill,14,0,1,1,12,42,7,32,3,0
TEXAS,Non-Metro,Henderson,168,3,34,11,120,"1,324",527,672,125,2
TEXAS,Non-Metro,Hill,5,1,4,0,0,377,160,200,17,4
TEXAS,Non-Metro,Hockley,5,0,1,0,4,88,37,46,5,0
TEXAS,Non-Metro,Hood,86,1,8,5,72,710,202,445,63,8
TEXAS,Non-Metro,Hopkins,12,0,6,0,6,131,65,55,11,0
TEXAS,Non-Metro,Houston,14,1,0,0,13,209,73,112,24,0
TEXAS,Non-Metro,Howard,22,0,0,0,22,167,65,88,14,0
