State,Type,County,Violent crime,Property crime
IOWA,Non-Metro,Cass,15,69
IOWA,Non-Metro,Cedar,8,95
IOWA,Non-Metro,Cerro Gordo,6,152
IOWA,Non-Metro,Clarke,7,40
IOWA,Non-Metro,Clay,10,38
IOWA,Non-Metro,Clayton,7,54
IOWA,Non-Metro,Clinton,24,184
IOWA,Non-Metro,Davis,9,9
IOWA,Non-Metro,Delaware,15,24
IOWA,Non-Metro,Des Moines,14,101
IOWA,Non-Metro,Fayette,10,39
IOWA,Non-Metro,Floyd,1,23
IOWA,Non-Metro,Hamilton,14,72
IOWA,Non-Metro,Hancock,4,75
IOWA,Non-Metro,Hardin,10,97
IOWA,Non-Metro,Henry,17,85
IOWA,Non-Metro,Howard,6,66
IOWA,Non-Metro,Humboldt,0,35
IOWA,Non-Metro,Ida,2,55
IOWA,Non-Metro,Iowa,15,93
IOWA,Non-Metro,Jasper,37,151
IOWA,Non-Metro,Jefferson,4,66
IOWA,Non-Metro,Kossuth,8,69
IOWA,Non-Metro,Lee,27,106
IOWA,Non-Metro,Louisa,10,74
IOWA,Non-Metro,Lucas,6,59
IOWA,Non-Metro,Lyon,20,56
IOWA,Non-Metro,Mahaska,21,83
IOWA,Non-Metro,Marion,28,125
IOWA,Non-Metro,Marshall,15,117
IOWA,Non-Metro,Mitchell,3,12
IOWA,Non-Metro,Monroe,4,22
IOWA,Non-Metro,Muscatine,17,110
IOWA,Non-Metro,O'Brien,5,45
IOWA,Non-Metro,Osceola,1,15
IOWA,Non-Metro,Page,3,56
IOWA,Non-Metro,Palo Alto,11,48
IOWA,Non-Metro,Plymouth,10,47
IOWA,Non-Metro,Pocahontas,6,39
IOWA,Non-Metro,Poweshiek,4,110
IOWA,Non-Metro,Sioux,18,77
IOWA,Non-Metro,Tama,36,140
IOWA,Non-Metro,Taylor,1,35
IOWA,Non-Metro,Union,3,32
IOWA,Non-Metro,Wapello,15,105
IOWA,Non-Metro,Wayne,4,31
IOWA,Non-Metro,Webster,35,221
IOWA,Non-Metro,Winneshiek,0,25
IOWA,Non-Metro,Worth,2,108
IOWA,Non-Metro,Wright,4,32
KANSAS,Metro,Butler,35,451
KANSAS,Metro,Doniphan,5,54
KANSAS,Metro,Douglas,25,233
KANSAS,Metro,Franklin,35,212
KANSAS,Metro,Geary,6,32
KANSAS,Metro,Harvey,9,102
KANSAS,Metro,Jackson,22,128
KANSAS,Metro,Jefferson,27,424
KANSAS,Metro,Johnson,40,294
KANSAS,Metro,Leavenworth,62,353
KANSAS,Metro,Miami,18,237
KANSAS,Metro,Osage,12,85
KANSAS,Metro,Pottawatomie,35,251
KANSAS,Metro,Riley,187,"1,400"
KANSAS,Metro,Sedgwick,150,792
KANSAS,Metro,Shawnee,71,"1,163"
KANSAS,Metro,Sumner,9,127
KANSAS,Metro,Wabaunsee,16,77
KANSAS,Metro,Wyandotte,4,11
KANSAS,Non-Metro,Allen,18,79
KANSAS,Non-Metro,Anderson,8,68
KANSAS,Non-Metro,Atchison,4,14
KANSAS,Non-Metro,Barber,3,16
KANSAS,Non-Metro,Barton,31,134
KANSAS,Non-Metro,Bourbon,11,100
KANSAS,Non-Metro,Brown,10,49
KANSAS,Non-Metro,Chautauqua,2,11
KANSAS,Non-Metro,Cherokee,33,206
KANSAS,Non-Metro,Cheyenne,2,19
KANSAS,Non-Metro,Clark,2,25
KANSAS,Non-Metro,Clay,4,27
KANSAS,Non-Metro,Cloud,9,56
KANSAS,Non-Metro,Coffey,8,44
KANSAS,Non-Metro,Cowley,34,169
KANSAS,Non-Metro,Crawford,18,253
KANSAS,Non-Metro,Dickinson,13,125
KANSAS,Non-Metro,Edwards,1,29
KANSAS,Non-Metro,Ellis,14,78
KANSAS,Non-Metro,Ellsworth,4,45
KANSAS,Non-Metro,Finney,23,255
KANSAS,Non-Metro,Ford,27,123
KANSAS,Non-Metro,Graham,0,30
KANSAS,Non-Metro,Grant,2,23
KANSAS,Non-Metro,Gray,2,34
KANSAS,Non-Metro,Greenwood,9,78
KANSAS,Non-Metro,Harper,7,20
KANSAS,Non-Metro,Hodgeman,2,33
KANSAS,Non-Metro,Kingman,3,51
KANSAS,Non-Metro,Kiowa,2,57
KANSAS,Non-Metro,Labette,14,103
KANSAS,Non-Metro,Lincoln,6,40
KANSAS,Non-Metro,Logan,1,13
KANSAS,Non-Metro,Lyon,8,108
KANSAS,Non-Metro,Marion,6,6
KANSAS,Non-Metro,Marshall,1,41
KANSAS,Non-Metro,McPherson,14,93
KANSAS,Non-Metro,Montgomery,42,162
KANSAS,Non-Metro,Morris,8,42
KANSAS,Non-Metro,Morton,8,30
KANSAS,Non-Metro,Nemaha,16,49
KANSAS,Non-Metro,Neosho,9,105
KANSAS,Non-Metro,Ness,4,16
KANSAS,Non-Metro,Norton,1,20
KANSAS,Non-Metro,Osborne,2,18
KANSAS,Non-Metro,Ottawa,6,71
KANSAS,Non-Metro,Pawnee,1,20
KANSAS,Non-Metro,Phillips,1,24
KANSAS,Non-Metro,Pratt,13,79
KANSAS,Non-Metro,Reno,40,337
KANSAS,Non-Metro,Republic,5,28
KANSAS,Non-Metro,Rice,7,52
KANSAS,Non-Metro,Rush,7,21
KANSAS,Non-Metro,Russell,10,69
KANSAS,Non-Metro,Saline,36,175
KANSAS,Non-Metro,Seward,14,42
KANSAS,Non-Metro,Sherman,1,11
KANSAS,Non-Metro,Smith,1,15
KANSAS,Non-Metro,Stafford,7,24
KANSAS,Non-Metro,Thomas,9,27
KANSAS,Non-Metro,Washington,1,15
KANSAS,Non-Metro,Wichita,6,32
KANSAS,Non-Metro,Wilson,4,50
KANSAS,Non-Metro,Woodson,3,66
KENTUCKY,Metro,Boone,63,"1,496"
KENTUCKY,Metro,Bourbon,0,48
KENTUCKY,Metro,Boyd,23,210
KENTUCKY,Metro,Bracken,1,103
KENTUCKY,Metro,Bullitt,28,703
KENTUCKY,Metro,Christian,14,393
KENTUCKY,Metro,Clark,5,194
KENTUCKY,Metro,Edmonson,3,52
KENTUCKY,Metro,Gallatin,1,22
KENTUCKY,Metro,Grant,2,161
KENTUCKY,Metro,Greenup,3,48
KENTUCKY,Metro,Hancock,0,24
KENTUCKY,Metro,Hardin,2,83
KENTUCKY,Metro,Henderson,9,165
KENTUCKY,Metro,Henry,0,4
KENTUCKY,Metro,Jessamine,12,294
KENTUCKY,Metro,Kenton,24,188
KENTUCKY,Metro,Larue,1,40
KENTUCKY,Metro,McLean,2,35
KENTUCKY,Metro,Meade,4,108
KENTUCKY,Metro,Nelson,16,265
KENTUCKY,Metro,Oldham,33,404
KENTUCKY,Metro,Pendleton,2,149
KENTUCKY,Metro,Scott,11,205
KENTUCKY,Metro,Shelby,16,373
KENTUCKY,Metro,Spencer,0,23
KENTUCKY,Metro,Trigg,5,68
KENTUCKY,Metro,Trimble,0,21
KENTUCKY,Metro,Warren,24,434
KENTUCKY,Metro,Webster,2,14
KENTUCKY,Metro,Woodford,0,22
KENTUCKY,Non-Metro,Adair,1,32
KENTUCKY,Non-Metro,Allen,14,129
KENTUCKY,Non-Metro,Anderson,5,89
KENTUCKY,Non-Metro,Ballard,5,200
KENTUCKY,Non-Metro,Barren,8,148
KENTUCKY,Non-Metro,Bell,3,74
KENTUCKY,Non-Metro,Boyle,7,60
KENTUCKY,Non-Metro,Breckinridge,2,38
KENTUCKY,Non-Metro,Butler,1,17
KENTUCKY,Non-Metro,Caldwell,4,82
KENTUCKY,Non-Metro,Calloway,13,416
KENTUCKY,Non-Metro,Carlisle,0,12
KENTUCKY,Non-Metro,Carter,3,36
KENTUCKY,Non-Metro,Casey,3,121
KENTUCKY,Non-Metro,Clay,12,96
KENTUCKY,Non-Metro,Crittenden,0,15
KENTUCKY,Non-Metro,Cumberland,0,7
KENTUCKY,Non-Metro,Estill,9,108
KENTUCKY,Non-Metro,Fleming,0,32
KENTUCKY,Non-Metro,Floyd,0,103
KENTUCKY,Non-Metro,Franklin,13,177
KENTUCKY,Non-Metro,Fulton,3,33
KENTUCKY,Non-Metro,Garrard,0,63
KENTUCKY,Non-Metro,Graves,15,188
KENTUCKY,Non-Metro,Grayson,1,119
KENTUCKY,Non-Metro,Green,1,4
KENTUCKY,Non-Metro,Harlan,10,78
KENTUCKY,Non-Metro,Harrison,11,244
KENTUCKY,Non-Metro,Hart,2,15
KENTUCKY,Non-Metro,Hopkins,21,274
KENTUCKY,Non-Metro,Jackson,1,99
KENTUCKY,Non-Metro,Johnson,2,34
KENTUCKY,Non-Metro,Knott,0,22
KENTUCKY,Non-Metro,Knox,7,229
KENTUCKY,Non-Metro,Laurel,11,287
KENTUCKY,Non-Metro,Lawrence,3,58
KENTUCKY,Non-Metro,Letcher,6,31
KENTUCKY,Non-Metro,Lewis,5,59
KENTUCKY,Non-Metro,Lincoln,6,90
KENTUCKY,Non-Metro,Livingston,3,100
KENTUCKY,Non-Metro,Logan,10,180
KENTUCKY,Non-Metro,Lyon,0,62
KENTUCKY,Non-Metro,Madison,17,514
KENTUCKY,Non-Metro,Magoffin,5,44
KENTUCKY,Non-Metro,Marion,2,79
KENTUCKY,Non-Metro,Marshall,26,334
KENTUCKY,Non-Metro,Martin,3,68
KENTUCKY,Non-Metro,Mason,5,145
KENTUCKY,Non-Metro,McCracken,38,589
KENTUCKY,Non-Metro,McCreary,9,172
KENTUCKY,Non-Metro,Menifee,0,30
KENTUCKY,Non-Metro,Mercer,4,78
KENTUCKY,Non-Metro,Metcalfe,1,54
KENTUCKY,Non-Metro,Montgomery,24,509
KENTUCKY,Non-Metro,Muhlenberg,1,37
KENTUCKY,Non-Metro,Ohio,6,112
KENTUCKY,Non-Metro,Owen,0,64
KENTUCKY,Non-Metro,Perry,13,26
KENTUCKY,Non-Metro,Pike,1,27
KENTUCKY,Non-Metro,Powell,1,83
KENTUCKY,Non-Metro,Pulaski,16,642
KENTUCKY,Non-Metro,Rockcastle,4,71
KENTUCKY,Non-Metro,Rowan,5,55
KENTUCKY,Non-Metro,Russell,4,31
KENTUCKY,Non-Metro,Simpson,9,104
KENTUCKY,Non-Metro,Taylor,8,182
KENTUCKY,Non-Metro,Todd,0,3
KENTUCKY,Non-Metro,Union,11,38
KENTUCKY,Non-Metro,Washington,0,25
KENTUCKY,Non-Metro,Wayne,7,52
LOUISIANA,Metro,Ascension,371,"2,657"
LOUISIANA,Metro,Bossier,92,535
LOUISIANA,Metro,Caddo,111,843
LOUISIANA,Metro,Calcasieu,442,"3,847"
LOUISIANA,Metro,Cameron,13,139
LOUISIANA,Metro,De Soto,139,269
LOUISIANA,Metro,East Baton Rouge,539,"7,767"
LOUISIANA,Metro,East Feliciana,1,64
LOUISIANA,Metro,Grant,18,267
LOUISIANA,Metro,Jefferson,"1,870","12,782"
LOUISIANA,Metro,Lafayette,339,"1,593"
LOUISIANA,Metro,Lafourche,78,"1,620"
LOUISIANA,Metro,Livingston,202,"2,478"
LOUISIANA,Metro,Ouachita,159,"2,651"
LOUISIANA,Metro,Plaquemines,38,284
LOUISIANA,Metro,Pointe Coupee,106,320
LOUISIANA,Metro,Rapides,281,"2,006"
LOUISIANA,Metro,St. Bernard,100,
LOUISIANA,Metro,St. Charles,121,"1,413"
LOUISIANA,Metro,St. Helena,88,265
LOUISIANA,Metro,St. John the Baptist,87,"1,235"
LOUISIANA,Metro,St. Martin,126,519
LOUISIANA,Metro,St. Tammany,275,"2,374"
LOUISIANA,Metro,Terrebonne,369,"2,998"
LOUISIANA,Metro,West Baton Rouge,81,433
LOUISIANA,Metro,West Feliciana,37,167
LOUISIANA,Non-Metro,Allen,26,392
LOUISIANA,Non-Metro,Assumption,108,431
LOUISIANA,Non-Metro,Avoyelles,69,390
LOUISIANA,Non-Metro,Beauregard,27,308
LOUISIANA,Non-Metro,Bienville,20,183
LOUISIANA,Non-Metro,Caldwell,26,312
LOUISIANA,Non-Metro,Catahoula,224,236
LOUISIANA,Non-Metro,Claiborne,66,225
LOUISIANA,Non-Metro,Concordia,60,251
LOUISIANA,Non-Metro,East Carroll,15,60
LOUISIANA,Non-Metro,Evangeline,27,448
LOUISIANA,Non-Metro,Franklin,11,202
LOUISIANA,Non-Metro,Iberia,405,"2,177"
LOUISIANA,Non-Metro,Jackson,2,134
LOUISIANA,Non-Metro,Jefferson Davis,51,347
LOUISIANA,Non-Metro,La Salle,23,91
LOUISIANA,Non-Metro,Lincoln,65,273
LOUISIANA,Non-Metro,Madison,33,100
LOUISIANA,Non-Metro,Morehouse,25,
LOUISIANA,Non-Metro,Natchitoches,86,453
LOUISIANA,Non-Metro,Red River,50,81
LOUISIANA,Non-Metro,Richland,18,212
LOUISIANA,Non-Metro,Sabine,37,426
LOUISIANA,Non-Metro,St. James,112,378
LOUISIANA,Non-Metro,St. Landry,125,864
LOUISIANA,Non-Metro,St. Mary,127,964
LOUISIANA,Non-Metro,Tangipahoa,874,"4,211"
LOUISIANA,Non-Metro,Tensas,7,45
LOUISIANA,Non-Metro,Vermilion,28,179
LOUISIANA,Non-Metro,Vernon,116,620
LOUISIANA,Non-Metro,Washington,92,786
LOUISIANA,Non-Metro,Webster,46,252
LOUISIANA,Non-Metro,West Carroll,99,428
LOUISIANA,Non-Metro,Winn,19,153
MAINE,Metro,Androscoggin,10,210
MAINE,Metro,Cumberland,40,716
MAINE,Metro,Penobscot,2,738
MAINE,Metro,Sagadahoc,2,154
MAINE,Metro,York,20,545
MAINE,Non-Metro,Aroostook,3,75
MAINE,Non-Metro,Franklin,7,108
MAINE,Non-Metro,Hancock,6,261
MAINE,Non-Metro,Kennebec,13,357
MAINE,Non-Metro,Knox,7,213
MAINE,Non-Metro,Lincoln,18,286
MAINE,Non-Metro,Oxford,21,332
MAINE,Non-Metro,Piscataquis,0,97
MAINE,Non-Metro,Somerset,13,325
MAINE,Non-Metro,Waldo,7,337
MAINE,Non-Metro,Washington,34,165
MARYLAND,Metro,Allegany,50,331
MARYLAND,Metro,Anne Arundel,"2,695","14,682"
MARYLAND,Metro,Baltimore,"4,305","23,765"
MARYLAND,Metro,Calvert,173,"1,762"
MARYLAND,Metro,Carroll,61,303
MARYLAND,Metro,Cecil,146,946
MARYLAND,Metro,Charles,658,"3,334"
MARYLAND,Metro,Frederick,204,"1,559"
MARYLAND,Metro,Harford,579,"2,688"
MARYLAND,Metro,Howard,558,"6,771"
MARYLAND,Metro,Prince George's,"5,015","28,275"
MARYLAND,Metro,Queen Anne's,69,741
MARYLAND,Metro,Somerset,1,58
MARYLAND,Metro,Washington,227,"1,270"
MARYLAND,Metro,Wicomico,137,862
MARYLAND,Non-Metro,Caroline,22,333
MARYLAND,Non-Metro,Dorchester,18,278
MARYLAND,Non-Metro,Garrett,25,239
MARYLAND,Non-Metro,Kent,14,115
MARYLAND,Non-Metro,St. Mary's,280,"1,956"
MARYLAND,Non-Metro,Talbot,13,214
MARYLAND,Non-Metro,Worcester,74,193
MICHIGAN,Metro,Barry,37,384
MICHIGAN,Metro,Bay,40,701
MICHIGAN,Metro,Berrien,108,729
MICHIGAN,Metro,Calhoun,65,488
MICHIGAN,Metro,Cass,39,699
MICHIGAN,Metro,Clinton,7,202
MICHIGAN,Metro,Eaton,91,"1,536"
MICHIGAN,Metro,Genesee,35,520
MICHIGAN,Metro,Ingham,97,801
MICHIGAN,Metro,Ionia,43,352
MICHIGAN,Metro,Jackson,122,519
MICHIGAN,Metro,Kalamazoo,176,"2,103"
MICHIGAN,Metro,Kent,401,"3,304"
MICHIGAN,Metro,Lapeer,41,450
MICHIGAN,Metro,Livingston,67,733
MICHIGAN,Metro,Macomb,399,"2,306"
MICHIGAN,Metro,Monroe,229,"2,381"
MICHIGAN,Metro,Muskegon,36,780
MICHIGAN,Metro,Newaygo,33,402
MICHIGAN,Metro,Oakland,293,"3,809"
MICHIGAN,Metro,Ottawa,304,"3,096"
MICHIGAN,Metro,Saginaw,92,483
MICHIGAN,Metro,St. Clair,146,"1,507"
MICHIGAN,Metro,Van Buren,106,580
MICHIGAN,Metro,Washtenaw,460,"2,439"
MICHIGAN,Metro,Wayne,6,5
MICHIGAN,Non-Metro,Alcona,18,102
MICHIGAN,Non-Metro,Allegan,96,810
MICHIGAN,Non-Metro,Alpena,5,77
MICHIGAN,Non-Metro,Antrim,37,378
MICHIGAN,Non-Metro,Arenac,25,100
MICHIGAN,Non-Metro,Baraga,1,28
MICHIGAN,Non-Metro,Benzie,21,232
MICHIGAN,Non-Metro,Branch,19,193
MICHIGAN,Non-Metro,Charlevoix,24,154
MICHIGAN,Non-Metro,Cheboygan,8,183
MICHIGAN,Non-Metro,Chippewa,6,116
MICHIGAN,Non-Metro,Crawford,38,213
MICHIGAN,Non-Metro,Delta,2,67
MICHIGAN,Non-Metro,Emmet,20,189
MICHIGAN,Non-Metro,Gladwin,13,208
MICHIGAN,Non-Metro,Grand Traverse,70,764
MICHIGAN,Non-Metro,Gratiot,10,135
MICHIGAN,Non-Metro,Hillsdale,34,184
MICHIGAN,Non-Metro,Houghton,4,113
MICHIGAN,Non-Metro,Huron,12,102
MICHIGAN,Non-Metro,Iosco,1,7
MICHIGAN,Non-Metro,Iron,7,44
MICHIGAN,Non-Metro,Isabella,46,391
MICHIGAN,Non-Metro,Kalkaska,60,332
MICHIGAN,Non-Metro,Lenawee,50,362
MICHIGAN,Non-Metro,Luce,10,66
MICHIGAN,Non-Metro,Mackinac,4,109
MICHIGAN,Non-Metro,Manistee,8,105
MICHIGAN,Non-Metro,Marquette,5,196
MICHIGAN,Non-Metro,Mecosta,144,684
MICHIGAN,Non-Metro,Midland,64,473
MICHIGAN,Non-Metro,Missaukee,1,151
MICHIGAN,Non-Metro,Montcalm,66,463
MICHIGAN,Non-Metro,Montmorency,4,24
MICHIGAN,Non-Metro,Oceana,31,324
MICHIGAN,Non-Metro,Ogemaw,17,236
MICHIGAN,Non-Metro,Ontonagon,6,18
MICHIGAN,Non-Metro,Osceola,23,201
MICHIGAN,Non-Metro,Oscoda,30,177
MICHIGAN,Non-Metro,Otsego,6,77
MICHIGAN,Non-Metro,Presque Isle,4,55
MICHIGAN,Non-Metro,Roscommon,18,176
MICHIGAN,Non-Metro,Sanilac,25,195
MICHIGAN,Non-Metro,Shiawassee,51,441
MICHIGAN,Non-Metro,St. Joseph,45,281
MICHIGAN,Non-Metro,Tuscola,34,277
MICHIGAN,Non-Metro,Wexford,45,430
"MINNESOTA
",Metro,Anoka,,"1,472"
MINNESOTA,Metro,Benton,,223
MINNESOTA,Metro,Blue Earth,,160
MINNESOTA,Metro,Carlton,,307
MINNESOTA,Metro,Chisago,,482
MINNESOTA,Metro,Clay,,69
MINNESOTA,Metro,Dakota,,199
MINNESOTA,Metro,Dodge,,261
MINNESOTA,Metro,Hennepin,,164
MINNESOTA,Metro,Houston,,79
MINNESOTA,Metro,Isanti,,291
MINNESOTA,Metro,Nicollet,,77
MINNESOTA,Metro,Olmsted,,304
MINNESOTA,Metro,Polk,,204
MINNESOTA,Metro,Ramsey,,201
MINNESOTA,Metro,Scott,,160
MINNESOTA,Metro,Sherburne,,415
MINNESOTA,Metro,Stearns,,397
MINNESOTA,Metro,St. Louis,,801
MINNESOTA,Metro,Washington,,"1,131"
MINNESOTA,Metro,Wright,,"1,736"
MINNESOTA,Non-Metro,Aitkin,,366
MINNESOTA,Non-Metro,Becker,,144
MINNESOTA,Non-Metro,Beltrami,,467
MINNESOTA,Non-Metro,Big Stone,,46
MINNESOTA,Non-Metro,Brown,,2
MINNESOTA,Non-Metro,Cass,,"1,041"
MINNESOTA,Non-Metro,Chippewa,,55
MINNESOTA,Non-Metro,Clearwater,,192
MINNESOTA,Non-Metro,Cook,,165
MINNESOTA,Non-Metro,Cottonwood,,38
MINNESOTA,Non-Metro,Crow Wing,,389
MINNESOTA,Non-Metro,Douglas,,309
MINNESOTA,Non-Metro,Faribault,,60
MINNESOTA,Non-Metro,Fillmore,,66
MINNESOTA,Non-Metro,Freeborn,,116
MINNESOTA,Non-Metro,Goodhue,,217
MINNESOTA,Non-Metro,Grant,,91
MINNESOTA,Non-Metro,Hubbard,,314
MINNESOTA,Non-Metro,Itasca,,385
MINNESOTA,Non-Metro,Jackson,,22
MINNESOTA,Non-Metro,Kanabec,,486
MINNESOTA,Non-Metro,Kandiyohi,,317
MINNESOTA,Non-Metro,Kittson,,34
MINNESOTA,Non-Metro,Koochiching,,89
MINNESOTA,Non-Metro,Lac Qui Parle,,35
MINNESOTA,Non-Metro,Lake,,33
MINNESOTA,Non-Metro,Lake of the Woods,,13
MINNESOTA,Non-Metro,Le Sueur,,119
MINNESOTA,Non-Metro,Lincoln,,5
MINNESOTA,Non-Metro,Lyon,,38
MINNESOTA,Non-Metro,Martin,,32
MINNESOTA,Non-Metro,McLeod,,82
MINNESOTA,Non-Metro,Meeker,,317
MINNESOTA,Non-Metro,Mille Lacs,,401
MINNESOTA,Non-Metro,Morrison,,210
MINNESOTA,Non-Metro,Mower,,184
MINNESOTA,Non-Metro,Murray,,39
MINNESOTA,Non-Metro,Nobles,,54
MINNESOTA,Non-Metro,Norman,,42
MINNESOTA,Non-Metro,Otter Tail,,363
MINNESOTA,Non-Metro,Pennington,,37
MINNESOTA,Non-Metro,Pine,,773
MINNESOTA,Non-Metro,Pipestone,,117
MINNESOTA,Non-Metro,Pope,,65
MINNESOTA,Non-Metro,Red Lake,,17
MINNESOTA,Non-Metro,Redwood,,68
MINNESOTA,Non-Metro,Renville,,141
MINNESOTA,Non-Metro,Roseau,,37
MINNESOTA,Non-Metro,Steele,,117
MINNESOTA,Non-Metro,Stevens,,51
MINNESOTA,Non-Metro,Swift,,31
MINNESOTA,Non-Metro,Todd,,254
MINNESOTA,Non-Metro,Traverse,,30
MINNESOTA,Non-Metro,Wadena,,94
MINNESOTA,Non-Metro,Waseca,,66
MINNESOTA,Non-Metro,Watonwan,,60
MINNESOTA,Non-Metro,Wilkin,,46
MINNESOTA,Non-Metro,Winona,,118
MINNESOTA,Non-Metro,Yellow Medicine,,52
MISSISSIPPI,Metro,DeSoto,18,540
MISSISSIPPI,Metro,Forrest,32,485
MISSISSIPPI,Metro,Harrison,20,"1,199"
MISSISSIPPI,Metro,Hinds,69,992
MISSISSIPPI,Metro,Jackson,137,"1,633"
MISSISSIPPI,Metro,Lamar,38,571
MISSISSIPPI,Metro,Madison,40,470
MISSISSIPPI,Metro,Rankin,32,587
MISSISSIPPI,Metro,Simpson,51,295
MISSISSIPPI,Metro,Tate,6,236
MISSISSIPPI,Metro,Tunica,69,526
MISSISSIPPI,Non-Metro,Adams,59,692
MISSISSIPPI,Non-Metro,Bolivar,18,97
MISSISSIPPI,Non-Metro,Carroll,7,76
MISSISSIPPI,Non-Metro,Chickasaw,31,58
MISSISSIPPI,Non-Metro,Choctaw,17,79
MISSISSIPPI,Non-Metro,Claiborne,79,59
MISSISSIPPI,Non-Metro,Franklin,16,39
MISSISSIPPI,Non-Metro,Greene,7,47
MISSISSIPPI,Non-Metro,Grenada,17,122
MISSISSIPPI,Non-Metro,Jefferson,27,22
MISSISSIPPI,Non-Metro,Jones,101,772
MISSISSIPPI,Non-Metro,Kemper,8,31
MISSISSIPPI,Non-Metro,Lauderdale,46,571
MISSISSIPPI,Non-Metro,Lee,35,778
MISSISSIPPI,Non-Metro,Leflore,83,404
MISSISSIPPI,Non-Metro,Lincoln,20,324
MISSISSIPPI,Non-Metro,Lowndes,45,574
MISSISSIPPI,Non-Metro,Marion,29,419
MISSISSIPPI,Non-Metro,Oktibbeha,27,225
MISSISSIPPI,Non-Metro,Panola,95,674
MISSISSIPPI,Non-Metro,Pearl River,41,827
MISSISSIPPI,Non-Metro,Pike,48,477
MISSISSIPPI,Non-Metro,Pontotoc,4,20
MISSISSIPPI,Non-Metro,Scott,41,256
MISSISSIPPI,Non-Metro,Sharkey,2,11
MISSISSIPPI,Non-Metro,Tippah,8,2
MISSISSIPPI,Non-Metro,Union,5,199
MISSISSIPPI,Non-Metro,Walthall,7,201
MISSISSIPPI,Non-Metro,Warren,23,495
MISSISSIPPI,Non-Metro,Washington,15,550
MISSISSIPPI,Non-Metro,Winston,5,20
MISSOURI,Metro,Andrew,3,94
MISSOURI,Metro,Bates,18,186
MISSOURI,Metro,Bollinger,3,66
MISSOURI,Metro,Boone,116,642
MISSOURI,Metro,Buchanan,24,203
MISSOURI,Metro,Caldwell,30,95
MISSOURI,Metro,Callaway,71,720
MISSOURI,Metro,Cape Girardeau,135,231
MISSOURI,Metro,Cass,41,333
MISSOURI,Metro,Christian,145,323
MISSOURI,Metro,Clay,31,253
MISSOURI,Metro,Clinton,22,137
MISSOURI,Metro,Cole,45,304
MISSOURI,Metro,Dallas,23,158
MISSOURI,Metro,De Kalb,6,91
MISSOURI,Metro,Franklin,70,562
MISSOURI,Metro,Greene,129,"1,745"
MISSOURI,Metro,Jackson,77,538
MISSOURI,Metro,Jasper,184,545
MISSOURI,Metro,Jefferson,406,"2,379"
MISSOURI,Metro,Lafayette,18,131
MISSOURI,Metro,Lincoln,90,233
MISSOURI,Metro,McDonald,51,234
MISSOURI,Metro,Moniteau,14,49
MISSOURI,Metro,Newton,101,661
MISSOURI,Metro,Osage,19,100
MISSOURI,Metro,Platte,29,386
MISSOURI,Metro,Polk,83,377
MISSOURI,Metro,Ray,18,140
MISSOURI,Metro,St. Charles,157,"1,063"
MISSOURI,Metro,St. Louis,"1,090","9,538"
MISSOURI,Metro,Warren,42,190
MISSOURI,Metro,Washington,40,186
MISSOURI,Metro,Webster,19,273
MISSOURI,Non-Metro,Adair,22,130
MISSOURI,Non-Metro,Atchison,1,23
MISSOURI,Non-Metro,Audrain,20,117
MISSOURI,Non-Metro,Barry,69,434
MISSOURI,Non-Metro,Barton,7,89
MISSOURI,Non-Metro,Benton,32,245
MISSOURI,Non-Metro,Butler,99,410
MISSOURI,Non-Metro,Camden,46,415
MISSOURI,Non-Metro,Carroll,4,33
MISSOURI,Non-Metro,Carter,7,32
MISSOURI,Non-Metro,Cedar,5,140
MISSOURI,Non-Metro,Chariton,21,88
MISSOURI,Non-Metro,Clark,6,49
MISSOURI,Non-Metro,Cooper,10,161
MISSOURI,Non-Metro,Crawford,15,208
MISSOURI,Non-Metro,Dade,7,37
MISSOURI,Non-Metro,Daviess,8,62
MISSOURI,Non-Metro,Dent,23,120
MISSOURI,Non-Metro,Douglas,20,70
MISSOURI,Non-Metro,Dunklin,38,177
MISSOURI,Non-Metro,Gasconade,22,108
MISSOURI,Non-Metro,Grundy,1,38
MISSOURI,Non-Metro,Harrison,1,42
MISSOURI,Non-Metro,Henry,39,321
MISSOURI,Non-Metro,Hickory,4,130
MISSOURI,Non-Metro,Holt,0,78
MISSOURI,Non-Metro,Howell,39,366
MISSOURI,Non-Metro,Iron,20,72
MISSOURI,Non-Metro,Johnson,36,334
MISSOURI,Non-Metro,Knox,3,97
MISSOURI,Non-Metro,Laclede,,279
MISSOURI,Non-Metro,Lawrence,47,375
MISSOURI,Non-Metro,Lewis,1,53
MISSOURI,Non-Metro,Linn,7,71
MISSOURI,Non-Metro,Livingston,1,53
MISSOURI,Non-Metro,Macon,12,116
MISSOURI,Non-Metro,Madison,2,57
MISSOURI,Non-Metro,Maries,7,52
MISSOURI,Non-Metro,Marion,15,87
MISSOURI,Non-Metro,Mercer,11,18
MISSOURI,Non-Metro,Miller,34,182
MISSOURI,Non-Metro,Mississippi,13,69
MISSOURI,Non-Metro,Monroe,6,102
MISSOURI,Non-Metro,Montgomery,4,61
MISSOURI,Non-Metro,Morgan,34,270
MISSOURI,Non-Metro,New Madrid,17,41
MISSOURI,Non-Metro,Nodaway,5,95
MISSOURI,Non-Metro,Oregon,17,63
MISSOURI,Non-Metro,Ozark,21,102
MISSOURI,Non-Metro,Pemiscot,19,167
MISSOURI,Non-Metro,Perry,11,74
