"RegionID","RegionName","State","SizeRank","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10"
3101,"Los Angeles","CA",1,15.6338329255837,15.2604289417865,13.0044297327557,12.109843937575,14.4629440103842,12.7182928846563,14.1400012911278,13.9110976434116,13.8117999571948,15.3628144469949,15.7050983316246,13.8210673177537,15.3678753942832,15.2015161086545,12.9934840935224,11.415550036842,13.3640424343942,12.2268179531608,11.452209884607,10.0334448160535,9.69258479103703,9.14150421253305,8.84329791319933,8.98693353725438,8.86455212315322,8.4564889247727,7.67463754471851,5.47276355453658,7.54940351516255,6.23706646800762,6.96028640412955,6.56530182208817,7.87698495831064,8.60867793848034,10.1289575597876,11.8787180963347,13.2352941176471,13.9848257330277,11.9588584917591,9.2050409698596,12.0206175816901,11.4942007973904,11.115520457161,11.80183994765,13.3748801534036,13.9514605435257,15.4620689655172,15.5330089381233,15.5742040125524,15.2062841055229,11.5770218454286,8.69494621473513,10.3396008517088,10.3477489107633,10.7984496124031,9.72083577157413,10.4155614500442,11.1714374076492,12.429984906926,12.7470155796857,12.9888706695042,13.2599926659333
139,"Cook","IL",2,17.8342775551564,16.0490713139188,12.5624923039035,11.0067552296527,15.6420351302241,13.2826783806245,15.2707984366276,15.8680212172975,16.5554937928479,18.0734175480275,17.0965886465201,16.2733803349421,16.8103042290666,16.2966370481563,13.631028196099,10.9909720764224,14.2533566204563,14.1532323286785,15.443874762512,14.8697814422196,14.6755764129769,14.7742196181432,14.5622386450306,15.5570043191264,14.8031904172306,14.2929609405305,11.4515560398705,9.11116526825192,12.7964639931005,11.5810154068866,11.4429940196772,11.5039417828987,11.7209851054417,11.7392575270389,13.4723979387169,14.0345036319613,14.3081864062398,16.0516605166052,12.704758535291,10.2378290868442,13.7578616352201,12.494497138512,13.8915936384291,14.7460387048287,16.008316008316,16.6676207923059,18.4068654417428,18.554044380816,20.5158264947245,20.0743275129778,15.0697468913716,12.1194154779758,15.2986512524085,13.444669365722,15.4310473629165,15.5614148549823,16.4906367930126,16.9145404102424,17.7862844871855,18.5591934363828,20.2530963920302,20.8202173783928
1090,"Harris","TX",3,17.1170198407342,15.7157157157157,13.0538201409985,11.7112423295126,15.313036145279,12.8668043804296,14.9809885931559,15.6499556344277,15.7614632643343,16.1453379351578,15.8639382030085,14.8443117084232,14.6317860714171,14.387246112216,13.1228382589637,10.3615877457839,12.9775323398139,12.3656722026001,12.9387596075514,12.7508983339988,14.2386241490505,14.8981855920982,15.0503287152249,15.4377358490566,13.5223291587807,13.0304690463146,11.6729593671341,8.9922253190553,11.3847216739045,10.3657957244656,10.2013719849524,10.1772368140081,10.7711138310894,11.582700224948,13.4546706251882,13.5473698042136,13.2156488549618,14.0239160023333,11.4768544917319,8.89885853824749,11.1034955448938,10.3559331445388,10.2047162477326,10.3935804356133,11.5036274835222,12.362547377287,14.0639023514629,15.0119069426635,14.4507548177273,14.519746465139,12.9249552678665,10.7193550218589,14.3328856055518,13.316463703938,12.968989280245,13.7365029606409,13.5285080232161,13.5358632047374,18.9560324192668,19.9247307176537,20.4602345088051,20.8948253315898
2402,"Maricopa","AZ",4,21.8363792777859,22.3607459743674,19.1503241325886,18.8185015540651,21.1531838165279,17.4343705606476,18.2208473940757,15.22714060294,12.9551133321435,11.6005974951166,11.5785756327251,9.85261768587769,10.3184745935998,11.2758594559095,10.4436229205176,9.25076071232603,11.0380738793081,9.84787203507032,10.1492109038737,9.08898603864053,9.71965619728492,9.51388610587905,10.5722599418041,11.7467675042693,11.5358498102656,13.3111415703936,13.5857461024499,11.3299294918551,15.4286636019034,13.859368757491,13.6476711699644,12.4141574220814,12.5533664956328,12.6915363016446,14.4440712126302,17.5829938284055,18.9126853377265,21.9749756499588,19.8770712770928,15.6498772412767,21.8293515358362,21.4457831325301,22.3969945939342,22.1151181053863,21.326393866675,19.9757551929756,20.5291393155843,19.8843218453746,20.1400201018958,20.6137714552862,17.5977185036068,14.209208513006,19.3693260193116,18.9024763069398,18.6916410399776,18.7780051999779,17.4310595065312,16.3932548884881,17.4025510659174,17.7765826188744,19.2595410168632,20.3609908831384
2841,"San Diego","CA",5,20.3420669577875,18.5939911046564,15.59827006247,14.7307939967309,19.2694726656991,15.6357927786499,16.357907524106,17.2287777386404,16.2852435005492,18.627802690583,18.6376747282006,15.8630723841086,15.9537428500373,16.4234957742926,13.28173374613,11.6345502081921,13.689377004568,11.9440031771247,11.5255243371587,10.9687017222635,10.8559622195986,10.4307276966499,11.0236220472441,11.3016163863621,10.538752362949,10.4210298259551,9.8547339221841,7.56005056890013,9.30801687763713,8.58744585067527,8.92378096891273,8.71451104100946,9.13339973948356,10.4330416728459,14.0418460608807,17.58330281948,18.0798097644349,19.0494210247484,16.6179187192118,12.0380885821613,15.6003505696757,15.0629067245119,15.7864895512717,17.3653153498352,15.3970452446907,18.3895269853032,20.7561389185455,22.6697353279632,21.0862409479921,21.93407176494,15.7532379004772,12.2325427102339,15.894848213559,13.8291690877397,14.9450958496185,13.2131860170259,14.0491201656159,11.7647058823529,15.9573582077122,16.3761314113309,16.1599585420625,16.1577951904891
1286,"Orange","CA",6,20.720124746019,18.8244599337585,14.8437907474052,13.4006076388889,17.1372399104363,15.1915322580645,16.7819989917969,16.5596731835425,16.5695253955037,18.258346808713,18.3544014968284,16.4109674822203,16.7493856309931,15.7755452095075,13.3036027459037,11.5484149234419,13.7664049201032,12.2747872222836,10.9510247389289,9.62398742594608,10.1409332915753,9.75907484741407,10.1153145862836,11.1457080178331,9.48346952545168,9.07569721115538,7.85509013324044,5.48543689320388,6.67079719124329,5.31081742535487,6.69119534525541,6.70311185870479,8.67680732744521,10.5258964143426,13.6194473038245,16.6704796766568,16.8509401985312,17.2241597970831,14.2053324099723,9.81266726137377,13.8251147933719,13.6756907619313,14.4950201662688,15.2466712845378,16.9210641081553,17.6156203235231,19.9487801590511,20.1423097974822,20.049162697803,19.0145841545132,12.9774505292223,9.47488584474886,10.1004678272874,11.5995228044416,12.9464285714286,11.6072125517134,12.1967859308672,13.9302393461763,16.3106113843992,17.6215591359006,17.1923455109296,17.0843196473757
581,"Kings","NY",7,9.1118020819251,8.96780433881443,8.29430427557033,5.52731893265565,7.32120838471023,6.17872094701891,8.87511538968746,8.53443201883461,8.91461649782923,9.63727826317183,8.94898586355255,6.58653256470011,8.48754009375771,8.19730305180979,6.78087080656674,5.8160621761658,6.27659574468085,5.95565860020287,6.49017933390265,5.46026300743282,6.6820987654321,7.55073147711185,5.60951105157401,5.74576271186441,6.03717716729725,7.58598521375763,4.76870869798178,4.48314190440904,5.1024208566108,5.25931336742148,5.24644945697577,4.97290404845394,4.95787427090084,6.05050859347597,5.56728738721444,4.93317610062893,5.7356608478803,6.27203562813138,6.07192900513779,4.6089850249584,5.1212480922503,4.75803832413121,4.81318322728014,4.63099329078711,5.43052837573386,5.55031446540881,5.71613111577588,4.54319350024871,5.51218735064521,5.19249433840181,4.92897484169091,4.11819021237304,4.16516408222142,4.58696975847372,5.4678007290401,5.71538166474875,5.75688939222348,6.69339375980478,6.63464959089292,5.7801210701035,6.00302310516087,8.08435852372583
2964,"Miami-Dade","FL",8,12.2487089634821,11.1493134882038,9.91110656993972,10.3412590236761,11.3289592178052,6.89781414881016,8.11873043438521,8.14073008134856,7.61617618142492,8.00586210422276,7.81109295267318,7.05336276291872,7.02680619716539,7.03953712632594,6.45397122470464,5.69646446730519,6.88890297230496,6.38433709299851,6.74914877119644,6.38782358581016,6.68450370630291,6.42752309418976,6.11789924973205,5.59494078788367,6.10050292349838,5.64601186552406,5.5612002980424,5.00418130122094,6.17195629552549,5.85323864859049,5.85663566209912,5.30978509373571,6.21354388960023,5.92920670071793,6.54470785887624,6.54512946585358,7.24295003303314,9.44187439677838,8.58462118356577,8.4405965039339,10.7828414729694,10.1015877287406,10.5581708137189,10.1351575731412,10.1606399153831,10.1961629661565,11.1500477859191,11.0632741645199,10.6598266407217,11.8353710548763,11.5770001541545,10.7395873880888,13.2901378738793,11.0744741330301,11.214241515541,8.39081608850678,9.47665327896496,7.61092042699247,9.43209469212686,9.39374290808883,10.215140731155,10.8288280964188
978,"Dallas","TX",9,17.8829538662175,16.1384849142609,13.8288027761712,11.9258373205742,14.3653857939572,11.6868998006885,15.615350683723,15.4672818319923,16.763623412086,16.9877819548872,16.4047209536801,13.1561996779388,15.7348351200977,14.8481838819523,12.4297545104999,10.4999596155399,13.0518717475239,11.857052698012,13.069932224276,13.2766990291262,14.7009636059568,14.9083864718702,14.8577184588265,15.4881862404448,14.2190929041697,14.6341463414634,12.0369420215495,9.38977707723486,12.1704545454545,10.7260550653768,10.9661936560935,11.8878965198645,11.7035241845905,12.4221105527638,13.2890365448505,15.5343702960361,15.3761548614166,16.6540171310853,13.8322792223003,10.5048108606827,13.8123011664899,12.0607661822985,11.577160867984,13.2073323465786,14.0269038837058,13.4737478585105,16.3627254509018,15.1159434234581,15.0886917960089,16.5624644765261,12.4130077185879,11.0332258516753,12.7622121167669,9.64912280701754,10.5679460580913,10.1630246271245,10.7687486943806,12.0439038860872,13.2949069262024,14.7698825341806,16.0542168674699,16.4804469273743
1347,"Queens","NY",10,9.79802320584444,10.0284495021337,8.78285557285466,7.01704001531687,8.48227224422761,6.7937033968517,11.2353526843839,12.1506211180124,12.1895949390992,14.8005478513953,13.3067549270348,10.5204728008881,10.7335748957408,10.4892805471524,9.07729374226737,8.15347721822542,9.22948423470453,9.05105550684562,8.22773722627737,7.79100529100529,8.48799308188652,8.41527090255645,7.74785617571837,8.25392171235889,7.84756630719907,8.26214916373555,6.113401260014,5.33583918941003,6.91217179766798,5.13467328505167,5.87402161759225,6.83450398547865,6.60131235670804,5.89123867069486,5.86673745686222,6.46603931799124,6.70482420278005,7.0634843946275,5.93135011441648,4.32625520936694,5.49461507778221,3.97670549084859,5.36040980607391,5.64771668219944,7.1889314761148,7.68395061728395,7.29798473879867,6.75844806007509,7.45329590552705,7.09459459459459,5.89878919590189,4.8588616381305,5.99850037490627,4.67677160253919,4.79313222844879,6.26161075292318,6.33090394865659,6.25,6.77736006683375,6.81768198812404,7.23732549595885,7.86827917820195
