County,State,Value
Fremont County,Idaho,0.3
Gooding County,Idaho,0.2
Jerome County,Idaho,0.3
Kootenai County,Idaho,0.3
Lewis County,Idaho,0.4
Madison County,Idaho,0.5
Nez Perce County,Idaho,0.3
Oneida County,Idaho,0.2
Power County,Idaho,0.3
Shoshone County,Idaho,0.2
Valley County,Idaho,0.1
Alexander County,Illinois,35.4
Harlan County,Kentucky,2.2
Harrison County,Kentucky,2
Henry County,Kentucky,2.7
Hickman County,Kentucky,9.2
Jackson County,Kentucky,0.1
Johnson County,Kentucky,0.2
Knott County,Kentucky,0.7
Laurel County,Kentucky,0.7
Leslie County,Kentucky,0.2
Lewis County,Kentucky,0.3
Lyon County,Kentucky,5.3
McCracken County,Kentucky,11
McLean County,Kentucky,0.6
Marion County,Kentucky,8.1
Mason County,Kentucky,6.4
Otsego County,Michigan,0.3
Ottawa County,Michigan,1.5
Presque Isle County,Michigan,0.4
St. Clair County,Michigan,2.4
St. Joseph County,Michigan,2.6
Tuscola County,Michigan,1.1
Wayne County,Michigan,40.5
Aitkin County,Minnesota,0.4
Beltrami County,Minnesota,0.6
Blue Earth County,Minnesota,2.7
Carlton County,Minnesota,1.4
Worcester County,Massachusetts,4.2
Alger County,Michigan,6.4
Allegan County,Michigan,1.2
Bay County,Michigan,1.6
Benzie County,Michigan,0.4
Ravalli County,Montana,0.2
Saunders County,Nebraska,0.3
Scotts Bluff County,Nebraska,0.6
Sheridan County,Nebraska,0.2
Thayer County,Nebraska,0.2
Thurston County,Nebraska,0.2
Webster County,Nebraska,0.5
York County,Nebraska,1.2
Elko County,Nevada,0.8
Esmeralda County,Nevada,0
Humboldt County,Nevada,0.5
Lincoln County,Nevada,2.3
Storey County,Nevada,1
Falls Church city,Virginia,4.3
Hancock County,Kentucky,0.9
Mercer County,Kentucky,3.6
Belknap County,New Hampshire,0.5
Grafton County,New Hampshire,0.9
Hillsborough County,New Hampshire,2.1
Rockingham County,New Hampshire,0.7
Atlantic County,New Jersey,16.1
Cape May County,New Jersey,4.7
Essex County,New Jersey,40.9
Cass County,Minnesota,0.2
Hunterdon County,New Jersey,2.7
Morris County,New Jersey,3.1
Ocean County,New Jersey,3.2
Salem County,New Jersey,14.1
Union County,New Jersey,22.1
Catron County,New Mexico,0.4
Colfax County,New Mexico,0.5
Lowndes County,Mississippi,43.5
Madison County,Mississippi,38.2
Monroe County,Mississippi,30.9
Newton County,Mississippi,30.2
Pearl River County,Mississippi,12.3
Pike County,Mississippi,51.5
Prentiss County,Mississippi,13.8
Rankin County,Mississippi,18.8
Scott County,Mississippi,37.5
Simpson County,Mississippi,35.1
Smith County,Mississippi,22.9
Sunflower County,Mississippi,72.9
Tallahatchie County,Mississippi,56.4
Tippah County,Mississippi,15.9
Tishomingo County,Mississippi,2.6
Walthall County,Mississippi,44.5
Wayne County,Mississippi,38.9
Wilkinson County,Mississippi,70.8
Yalobusha County,Mississippi,37.9
Andrew County,Missouri,0.4
Carson City,Nevada,1.9
Barton County,Missouri,0.4
Bates County,Missouri,0.9
Buchanan County,Missouri,5.2
Callaway County,Missouri,4.6
Carroll County,Missouri,1.7
Chariton County,Missouri,2
Clay County,Missouri,5.2
Cole County,Missouri,11.2
Dade County,Missouri,0.4
Daviess County,Missouri,0.3
Douglas County,Missouri,0.2
Gasconade County,Missouri,0.2
Gentry County,Missouri,0.3
Grundy County,Missouri,0.6
Hickory County,Missouri,0.3
Hudson County,New Jersey,13.2
Beaufort County,North Carolina,25.6
Brunswick County,North Carolina,11.4
Burke County,North Carolina,6.6
Camden County,North Carolina,13.2
Catawba County,North Carolina,8.4
Chatham County,North Carolina,13.2
Cherokee County,North Carolina,1.3
Chowan County,North Carolina,34.3
Craven County,North Carolina,22.4
Davie County,North Carolina,6.3
Norton County,Kansas,2.9
Panola County,Mississippi,48.6
Edgecombe County,North Carolina,57.4
Franklin County,North Carolina,26.7
Gaston County,North Carolina,15.3
Granville County,North Carolina,32.8
Halifax County,North Carolina,53.2
Haywood County,North Carolina,1.1
Hoke County,North Carolina,33.5
Jackson County,North Carolina,1.8
Johnston County,North Carolina,15.1
Lee County,North Carolina,20
Lenoir County,North Carolina,40.5
McDowell County,North Carolina,3.8
Mecklenburg County,North Carolina,30.8
New Hanover County,North Carolina,14.8
Barry County,Missouri,0.3
Orange County,North Carolina,11.9
Pasquotank County,North Carolina,37.8
Perquimans County,North Carolina,24.9
Pitt County,North Carolina,34.1
Richmond County,North Carolina,30.6
Rowan County,North Carolina,16.2
Stanly County,North Carolina,10.9
Stokes County,North Carolina,4
Surry County,North Carolina,3.7
Tyrrell County,North Carolina,38.2
Wayne County,North Carolina,31.4
Wilkes County,North Carolina,4.1
Yancey County,North Carolina,0.8
Avery County,North Carolina,4
Bottineau County,North Dakota,0.4
Bowman County,North Dakota,0.1
Burleigh County,North Dakota,0.6
Dickey County,North Dakota,0.7
Eddy County,North Dakota,0.2
Emmons County,North Dakota,0.1
Grant County,North Dakota,0
Griggs County,North Dakota,0.3
Logan County,North Dakota,0.1
McKenzie County,North Dakota,0.1
Mercer County,North Dakota,0.2
Nelson County,North Dakota,0.3
Renville County,North Dakota,0.1
Duplin County,North Carolina,25.3
Sargent County,North Dakota,0.1
Sheridan County,North Dakota,0.3
Stark County,North Dakota,0.8
Stutsman County,North Dakota,0.7
Traill County,North Dakota,0.5
Walsh County,North Dakota,0.2
Adams County,Ohio,0.3
Ashland County,Ohio,0.7
Belmont County,Ohio,4
Butler County,Ohio,7.3
Carroll County,Ohio,0.5
Clark County,Ohio,8.8
Columbiana County,Ohio,2.2
Crawford County,Ohio,0.9
Northampton County,North Carolina,58.4
Darke County,Ohio,0.4
Fairfield County,Ohio,6
Franklin County,Ohio,21.2
Fulton County,Ohio,0.4
Harrison County,Ohio,2.1
Highland County,Ohio,1.4
Huron County,Ohio,1
Jackson County,Ohio,0.6
Lawrence County,Ohio,2
Lorain County,Ohio,8.6
Mahoning County,Ohio,15.7
Medina County,Ohio,1.2
Mercer County,Ohio,0.2
Benson County,North Dakota,0
Montgomery County,Ohio,20.9
Morrow County,Ohio,0.3
Perry County,Ohio,0.3
Pickaway County,Ohio,3.4
Portage County,Ohio,4.1
Preble County,Ohio,0.4
Richland County,Ohio,9.4
Sandusky County,Ohio,2.8
Stark County,Ohio,7.6
Summit County,Ohio,14.4
Union County,Ohio,2.4
Vinton County,Ohio,0.3
Williams County,Ohio,1
Wyandot County,Ohio,0.2
Atoka County,Oklahoma,3.7
Blaine County,Oklahoma,2.6
Bryan County,Oklahoma,1.5
Canadian County,Oklahoma,2.5
Cherokee County,Oklahoma,1.3
Cimarron County,Oklahoma,0.2
Cotton County,Oklahoma,2.1
Dewey County,Oklahoma,0.3
Grady County,Oklahoma,2.4
Harding County,New Mexico,0.3
Hidalgo County,New Mexico,0.6
Los Alamos County,New Mexico,0.6
Luna County,New Mexico,1.1
Otero County,New Mexico,3.5
Rio Arriba County,New Mexico,0.5
Roosevelt County,New Mexico,1.8
San Juan County,New Mexico,0.6
Santa Fe County,New Mexico,0.9
Sierra County,New Mexico,0.4
Torrance County,New Mexico,1.3
Albany County,New York,12.7
Broome County,New York,4.8
Cayuga County,New York,4
Chemung County,New York,6.6
Clinton County,New York,3.9
Cortland County,New York,1.5
Dutchess County,New York,9.9
Monroe County,Ohio,0.4
Franklin County,New York,6.1
Fulton County,New York,1.9
Greene County,New York,5.7
Hamilton County,New York,0.7
Kings County,New York,34.3
Livingston County,New York,2.4
Monroe County,New York,15.2
Nassau County,New York,11.1
Niagara County,New York,6.9
Orange County,New York,10.2
Orleans County,New York,5.9
Quay County,New Mexico,1.1
Putnam County,New York,2.4
Rockland County,New York,11.9
St. Lawrence County,New York,2.2
Schuyler County,New York,0.9
Suffolk County,New York,7.4
Tioga County,New York,0.7
Ulster County,New York,6
Wayne County,New York,3.1
Richland County,North Dakota,0.7
Bucks County,Pennsylvania,3.6
Cameron County,Pennsylvania,0.3
Clinton County,Pennsylvania,1.6
Cumberland County,Pennsylvania,3.2
Delaware County,Pennsylvania,19.7
Erie County,Pennsylvania,7.2
Fayette County,Pennsylvania,4.6
Greene County,Pennsylvania,3.3
Huntingdon County,Pennsylvania,5.2
Juniata County,Pennsylvania,0.6
Oswego County,New York,0.8
Lawrence County,Pennsylvania,3.8
Luzerne County,Pennsylvania,3.4
Monroe County,Pennsylvania,13.2
Montgomery County,Pennsylvania,8.7
Philadelphia County,Pennsylvania,43.4
Pike County,Pennsylvania,5.8
Snyder County,Pennsylvania,1.1
Somerset County,Pennsylvania,2.4
Susquehanna County,Pennsylvania,0.4
Venango County,Pennsylvania,1
Westchester County,New York,14.6
Wayne County,Pennsylvania,3.1
York County,Pennsylvania,5.6
Kent County,Rhode Island,1.4
Newport County,Rhode Island,3.5
Abbeville County,South Carolina,28.3
Aiken County,South Carolina,24.6
Barnwell County,South Carolina,44.3
Lancaster County,Pennsylvania,3.7
Chester County,South Carolina,37.4
Chesterfield County,South Carolina,32.6
Colleton County,South Carolina,39
Darlington County,South Carolina,41.6
Edgefield County,South Carolina,37.2
Jasper County,South Carolina,46
Kershaw County,South Carolina,24.6
Lancaster County,South Carolina,23.8
Lexington County,South Carolina,14.3
Marlboro County,South Carolina,50.9
Orangeburg County,South Carolina,62.2
Washington County,Pennsylvania,3.3
Saluda County,South Carolina,26.3
Sumter County,South Carolina,46.9
Williamsburg County,South Carolina,65.8
Bennett County,South Dakota,0.1
Brookings County,South Dakota,0.8
Butte County,South Dakota,0.2
Clark County,South Dakota,0.2
Clay County,South Dakota,1.3
Custer County,South Dakota,0.2
Day County,South Dakota,0.1
Douglas County,South Dakota,0.4
Fall River County,South Dakota,0.7
Haakon County,South Dakota,0.2
Hanson County,South Dakota,0
Calhoun County,South Carolina,42.6
Hutchinson County,South Dakota,0.4
Hyde County,South Dakota,0.1
Jerauld County,South Dakota,0
Jones County,South Dakota,0.1
Lyman County,South Dakota,0.1
Meade County,South Dakota,1.3
Mellette County,South Dakota,0.1
Moody County,South Dakota,0.5
Sanborn County,South Dakota,0
Shannon County,South Dakota,0
Stanley County,South Dakota,0.3
Todd County,South Dakota,0.2
Union County,South Dakota,0.7
Ziebach County,South Dakota,0.2
Richland County,South Carolina,45.9
Carter County,Tennessee,1.3
Cheatham County,Tennessee,1.4
Claiborne County,Tennessee,0.9
Coffee County,Tennessee,3.5
Davidson County,Tennessee,27.7
DeKalb County,Tennessee,1.3
Fentress County,Tennessee,0.2
Gibson County,Tennessee,18.8
Greene County,Tennessee,2
Grundy County,Tennessee,0.3
Hardeman County,Tennessee,41.4
Haywood County,Tennessee,50.4
Henderson County,Tennessee,7.9
Houston County,Tennessee,2.3
Jackson County,Tennessee,0.3
Harding County,South Dakota,0.1
Lewis County,Tennessee,1.6
Lincoln County,Tennessee,6.8
McNairy County,Tennessee,5.9
Macon County,Tennessee,0.4
Maury County,Tennessee,12.5
Montgomery County,Tennessee,19.1
Obion County,Tennessee,10.6
Pickett County,Tennessee,0.1
Rhea County,Tennessee,1.9
Rutherford County,Tennessee,12.5
Sevier County,Tennessee,0.8
Stewart County,Tennessee,1.4
Carroll County,Tennessee,10.1
Unicoi County,Tennessee,0.2
Van Buren County,Tennessee,0.4
Warren County,Tennessee,2.9
Jefferson County,Oklahoma,0.6
Latimer County,Oklahoma,0.7
Logan County,Oklahoma,9.1
Love County,Oklahoma,1.8
McIntosh County,Oklahoma,3.2
Marshall County,Oklahoma,1.5
Muskogee County,Oklahoma,11.3
Okfuskee County,Oklahoma,8.3
Pawnee County,Oklahoma,0.7
Lake County,Tennessee,27.7
Pittsburg County,Oklahoma,3.3
Pottawatomie County,Oklahoma,2.9
Roger Mills County,Oklahoma,0.4
Sequoyah County,Oklahoma,1.7
Tulsa County,Oklahoma,10.7
Wagoner County,Oklahoma,3.7
Washita County,Oklahoma,0.7
Benton County,Oregon,0.9
Clackamas County,Oregon,0.8
Coos County,Oregon,0.4
Crook County,Oregon,0.2
Tipton County,Tennessee,18.7
Refugio County,Texas,6.5
Robertson County,Texas,21.6
Rusk County,Texas,17.7
San Jacinto County,Texas,10.3
Scurry County,Texas,4.7
Shackelford County,Texas,0.9
Shelby County,Texas,17.4
Smith County,Texas,17.9
Sterling County,Texas,1.2
Sutton County,Texas,0.4
Swisher County,Texas,7.2
Throckmorton County,Texas,0.7
Tom Green County,Texas,4
Travis County,Texas,8.5
Upton County,Texas,1.9
Van Zandt County,Texas,2.7
Payne County,Oklahoma,3.6
Gilliam County,Oregon,0.2
Harney County,Oregon,0.3
Hood River County,Oregon,0.5
Josephine County,Oregon,0.4
Lincoln County,Oregon,0.4
Malheur County,Oregon,1.2
Sherman County,Oregon,0.2
Umatilla County,Oregon,0.8
Douglas County,Oregon,0.3
Jeff Davis County,Texas,1
Jim Wells County,Texas,0.6
Jones County,Texas,11.6
Kaufman County,Texas,10.4
Kimble County,Texas,0.4
Kinney County,Texas,1.5
Kleberg County,Texas,3.7
Lampasas County,Texas,3.2
Lavaca County,Texas,6.8
Lee County,Texas,10.9
Limestone County,Texas,17.5
Victoria County,Texas,6.4
Waller County,Texas,24.9
Washington County,Texas,17.6
Wheeler County,Texas,2.1
Wichita County,Texas,10.5
Willacy County,Texas,2.1
Wood County,Texas,4.7
Zapata County,Texas,0.1
Carbon County,Utah,0.4
Daggett County,Utah,0.4
Duchesne County,Utah,0.2
Grand County,Utah,0.3
Juab County,Utah,0.2
Anderson County,Texas,21.1
Wasco County,Oregon,0.4
Washington County,Oregon,1.8
Adams County,Pennsylvania,1.5
Beaver County,Pennsylvania,6.3
Hale County,Texas,5.3
Hamilton County,Texas,0.5
Hardin County,Texas,5.8
Harrison County,Texas,21.9
Hemphill County,Texas,0.2
Henderson County,Texas,6.2
Hidalgo County,Texas,0.6
Hopkins County,Texas,7.1
Irion County,Texas,0.7
Jack County,Texas,3.8
Jackson County,Texas,7
Loving County,Texas,0
Lynn County,Texas,2.1
McCulloch County,Texas,1.9
McMullen County,Texas,1.1
Marion County,Texas,22
Maverick County,Texas,0.2
Menard County,Texas,0.6
Milam County,Texas,10
Mills County,Texas,0.5
Moore County,Texas,1.5
Motley County,Texas,2
Nacogdoches County,Texas,18.2
Orange County,Texas,8.5
Panola County,Texas,16.3
Potter County,Texas,10.2
Presidio County,Texas,0.6
Real County,Texas,0.7
DeKalb County,Indiana,0.4
Elkhart County,Indiana,5.7
Fayette County,Indiana,1.3
Greene County,Indiana,0.1
Henry County,Indiana,2.2
Huntington County,Indiana,0.4
Jay County,Indiana,0.3
Johnson County,Indiana,1.1
LaGrange County,Indiana,0.3
Lawrence County,Indiana,0.4
Marion County,Indiana,26.7
Marshall County,Indiana,0.5
Montgomery County,Indiana,0.9
Newton County,Indiana,0.4
Owen County,Indiana,0.3
Pike County,Indiana,0.3
Porter County,Indiana,3
Monroe County,Kentucky,2.1
Morgan County,Kentucky,4.3
Muhlenberg County,Kentucky,4.5
Pendleton County,Kentucky,0.4
Perry County,Kentucky,1.5
Robertson County,Kentucky,0.2
Rowan County,Kentucky,1.5
Shelby County,Kentucky,7.5
Taylor County,Kentucky,5
Todd County,Kentucky,8
Washington County,Kentucky,6.3
Wayne County,Kentucky,1.5
Whitley County,Kentucky,0.6
Woodford County,Kentucky,4.9
Ascension Parish,Louisiana,22.2
Beauregard Parish,Louisiana,13.1
Calcasieu Parish,Louisiana,24.8
Chisago County,Minnesota,1.2
Clearwater County,Minnesota,0.3
Crow Wing County,Minnesota,0.5
Dakota County,Minnesota,4.7
Faribault County,Minnesota,0.3
Fillmore County,Minnesota,0.2
Hennepin County,Minnesota,11.8
Isanti County,Minnesota,0.6
Itasca County,Minnesota,0.3
Lake of the Woods County,Minnesota,0.3
Lincoln County,Minnesota,0.1
McLeod County,Minnesota,0.5
Martin County,Minnesota,0.3
Cass County,Michigan,5.4
Charlevoix County,Michigan,0.3
Chippewa County,Michigan,6.5
Delta County,Michigan,0.2
Dickinson County,Michigan,0.3
Emmet County,Michigan,0.5
Posey County,Indiana,0.9
Randolph County,Indiana,0.4
Shelby County,Indiana,1
Steuben County,Indiana,0.5
Switzerland County,Indiana,0.3
Union County,Indiana,0.4
Vermillion County,Indiana,0.1
Warren County,Indiana,0.1
White County,Indiana,0.3
Adair County,Iowa,0.1
Adams County,Iowa,0.2
Audubon County,Iowa,0.2
Black Hawk County,Iowa,8.9
Boone County,Iowa,0.8
Butler County,Iowa,0.2
Cedar County,Iowa,0.3
Cameron Parish,Louisiana,1.7
Catahoula Parish,Louisiana,31.5
De Soto Parish,Louisiana,39.2
East Carroll Parish,Louisiana,69
Franklin Parish,Louisiana,31.5
Grant Parish,Louisiana,15.6
Jackson Parish,Louisiana,29.8
Jefferson Parish,Louisiana,26.3
Jefferson Davis Parish,Louisiana,17.3
Lincoln Parish,Louisiana,40.5
Madison Parish,Louisiana,61
Morehouse Parish,Louisiana,46.9
Mille Lacs County,Minnesota,0.4
Nicollet County,Minnesota,2
Olmsted County,Minnesota,4.8
Pennington County,Minnesota,1.4
Pipestone County,Minnesota,0.6
Red Lake County,Minnesota,0.2
Redwood County,Minnesota,0.5
Rice County,Minnesota,3.2
Scott County,Minnesota,2.6
Sibley County,Minnesota,0.3
Stearns County,Minnesota,3.1
Stevens County,Minnesota,0.8
Todd County,Minnesota,0.4
Traverse County,Minnesota,0.4
Wilkin County,Minnesota,0.2
Winona County,Minnesota,1.3
Gogebic County,Michigan,4.1
Jefferson County,Missouri,0.8
Laclede County,Missouri,0.7
Lafayette County,Missouri,2.2
Lewis County,Missouri,3.2
Lincoln County,Missouri,1.9
Livingston County,Missouri,2.4
McDonald County,Missouri,0.6
Maries County,Missouri,0.3
Mercer County,Missouri,0.2
Monroe County,Missouri,3
Montgomery County,Missouri,1.6
Newton County,Missouri,0.8
Cerro Gordo County,Iowa,1.3
Chickasaw County,Iowa,0.3
Gwinnett County,Georgia,23.6
Habersham County,Georgia,3.4
Harris County,Georgia,17.2
Henry County,Georgia,36.9
Jasper County,Georgia,21.8
Jenkins County,Georgia,40.5
Lamar County,Georgia,30.8
Lanier County,Georgia,23.7
Lincoln County,Georgia,32.1
McDuffie County,Georgia,39.8
McIntosh County,Georgia,35.9
Madison County,Georgia,8.4
Mitchell County,Georgia,47.7
Morgan County,Georgia,23.6
Ouachita Parish,Louisiana,36.6
Plaquemines Parish,Louisiana,20.5
Rapides Parish,Louisiana,32
Richland Parish,Louisiana,36
Sabine Parish,Louisiana,16.6
St. Helena Parish,Louisiana,53.3
St. John the Baptist Parish,Louisiana,53.5
St. Landry Parish,Louisiana,41.3
Sanders County,Montana,0.1
Ottawa County,Kansas,0.8
Yellow Medicine County,Minnesota,0.2
Amite County,Mississippi,41.3
Attala County,Mississippi,42
Bolivar County,Mississippi,64.2
Calhoun County,Mississippi,27.7
Claiborne County,Mississippi,84.4
Coahoma County,Mississippi,75.5
Franklin County,Mississippi,34.4
George County,Mississippi,8.1
Grenada County,Mississippi,41.7
Holmes County,Mississippi,83.4
Humphreys County,Mississippi,74.5
Jackson County,Mississippi,21.5
Osage County,Missouri,0.2
Ozark County,Missouri,0.1
Pemiscot County,Missouri,26.8
Phelps County,Missouri,2.2
Polk County,Missouri,0.8
Ralls County,Missouri,1.1
Ray County,Missouri,1.2
Ripley County,Missouri,0.3
St. Francois County,Missouri,4.2
Schuyler County,Missouri,0
Scotland County,Missouri,0.1
Stoddard County,Missouri,0.9
Taney County,Missouri,0.9
Warren County,Missouri,1.9
Wayne County,Missouri,0.3
Oglethorpe County,Georgia,17.2
Paulding County,Georgia,17.1
Pierce County,Georgia,8.9
Pike County,Georgia,10.3
Quitman County,Georgia,47.9
Richmond County,Georgia,54.2
Screven County,Georgia,43.3
Stephens County,Georgia,10.9
Talbot County,Georgia,59.2
Taylor County,Georgia,39.3
Thomas County,Georgia,36.9
Turner County,Georgia,41.6
Twiggs County,Georgia,41.3
Union County,Georgia,0.5
Ware County,Georgia,29.5
Wayne County,Georgia,19.9
St. Martin Parish,Louisiana,30.7
Tangipahoa Parish,Louisiana,30.3
Tensas Parish,Louisiana,56.5
Vermilion Parish,Louisiana,14.3
Vernon Parish,Louisiana,14.2
Davis County,Iowa,0.1
Decatur County,Iowa,1.8
Dubuque County,Iowa,2.7
Fayette County,Iowa,0.9
Franklin County,Iowa,0.4
Grundy County,Iowa,0.2
Guthrie County,Iowa,0.1
Howard County,Iowa,0.3
Jefferson County,Mississippi,85.7
Jones County,Mississippi,28.3
Lafayette County,Mississippi,23.7
West Feliciana Parish,Louisiana,46.5
Franklin County,Maine,0.2
Knox County,Maine,0.5
Oxford County,Maine,0.4
St. Louis city,Missouri,49.2
Big Horn County,Montana,0.2
Blaine County,Montana,0.1
Carbon County,Montana,0.3
Chouteau County,Montana,0.1
Custer County,Montana,0.3
Deer Lodge County,Montana,0.4
Fergus County,Montana,0.2
Garfield County,Montana,0.2
Granite County,Montana,0.1
Jefferson County,Montana,0.1
Muscogee County,Georgia,45.5
Crawford County,Kansas,2
Edwards County,Kansas,0.7
Ellis County,Kansas,0.9
Ellsworth County,Kansas,4.6
Geary County,Kansas,18.4
Grant County,Kansas,0.6
Greenwood County,Kansas,0.3
Harper County,Kansas,0.4
Harvey County,Kansas,1.6
Jefferson County,Kansas,0.5
Johnson County,Kansas,4.3
Labette County,Kansas,4.7
Logan County,Kansas,0.8
McPherson County,Kansas,1
Marshall County,Kansas,0.3
Ida County,Iowa,0.2
Jackson County,Iowa,0.3
Jefferson County,Iowa,1.3
Johnson County,Iowa,4.8
Keokuk County,Iowa,0.5
Lucas County,Iowa,0.2
Lyon County,Iowa,0.1
Mahaska County,Iowa,1.1
Mills County,Iowa,0.4
Monroe County,Iowa,0.3
Osceola County,Iowa,0.3
Plymouth County,Iowa,0.3
Polk County,Iowa,6
Ringgold County,Iowa,0.3
Sioux County,Iowa,0.4
Tama County,Iowa,0.3
Washington County,Iowa,0.7
Wayne County,Iowa,0.3
Penobscot County,Maine,0.8
Sagadahoc County,Maine,0.7
Waldo County,Maine,0.4
Anne Arundel County,Maryland,15.5
Caroline County,Maryland,13.9
Cecil County,Maryland,6.2
Dorchester County,Maryland,27.7
Frederick County,Maryland,8.6
Garrett County,Maryland,1
Liberty County,Montana,0.1
Lincoln County,Montana,0.1
McCone County,Montana,0.2
Park County,Montana,0.1
Phillips County,Montana,0
Powell County,Montana,1
Roosevelt County,Montana,0.1
Rosebud County,Montana,0.3
Sheridan County,Montana,0.2
Montgomery County,Kansas,5.8
Morton County,Kansas,0.4
Nemaha County,Kansas,0.6
Osborne County,Kansas,0.2
Pottawatomie County,Kansas,1.1
Rawlins County,Kansas,0.3
Riley County,Kansas,6.4
Rush County,Kansas,0.2
Scott County,Kansas,0.4
Shawnee County,Kansas,8.6
Sherman County,Kansas,0.6
Stanton County,Kansas,0.6
Thomas County,Kansas,0.6
Wabaunsee County,Kansas,0.4
Woodson County,Kansas,0.4
Barren County,Kentucky,3.9
Winnebago County,Iowa,0.8
Winneshiek County,Iowa,0.6
Allen County,Kansas,1.9
Anderson County,Kansas,0.5
Barber County,Kansas,0.5
Barton County,Kansas,1.4
Chase County,Kansas,1.2
Chautauqua County,Kansas,0.4
Iron County,Michigan,0.1
Jackson County,Michigan,7.9
Kalkaska County,Michigan,0.3
Keweenaw County,Michigan,0.1
Lake County,Michigan,9.2
Lenawee County,Michigan,2.5
Luce County,Michigan,11.1
Harford County,Maryland,12.7
Washington County,Maryland,9.6
Worcester County,Maryland,13.6
Baltimore city,Maryland,63.7
Stillwater County,Montana,0.1
Teton County,Montana,0
Toole County,Montana,0.5
Wibaux County,Montana,0
Antelope County,Nebraska,0.3
Boone County,Nebraska,0.4
Box Butte County,Nebraska,0.5
Buffalo County,Nebraska,0.8
Burt County,Nebraska,0.4
Chase County,Nebraska,0.1
Cheyenne County,Nebraska,0.2
Dixon County,Nebraska,0.3
Douglas County,Nebraska,11.6
Bath County,Kentucky,1.3
Boone County,Kentucky,2.5
Bourbon County,Kentucky,6
Boyle County,Kentucky,7.5
Breckinridge County,Kentucky,2
Caldwell County,Kentucky,5.1
Carlisle County,Kentucky,0.8
Casey County,Kentucky,0.5
Christian County,Kentucky,21.2
Clinton County,Kentucky,0.4
Elliott County,Kentucky,3.4
Fayette County,Kentucky,14.5
Fleming County,Kentucky,1.3
Garrard County,Kentucky,2
Graves County,Kentucky,4.3
Grayson County,Kentucky,1
Macomb County,Michigan,8.6
Manistee County,Michigan,2.9
Mason County,Michigan,0.6
Monroe County,Michigan,2.1
Montmorency County,Michigan,0.2
Oakland County,Michigan,13.6
Fort Bend County,Texas,21.5
Dukes County,Massachusetts,3.1
Essex County,Massachusetts,3.8
Hampshire County,Massachusetts,2.5
Nantucket County,Massachusetts,6.8
Vieques Municipio,Puerto Rico,28.1
Ector County,Texas,4.5
Dundy County,Nebraska,0.3
Franklin County,Nebraska,0.1
Gage County,Nebraska,0.3
Garfield County,Nebraska,0.1
Hamilton County,Nebraska,0.2
Hitchcock County,Nebraska,0.2
Howard County,Nebraska,0.2
Keith County,Nebraska,0.2
Kimball County,Nebraska,0.2
Lancaster County,Nebraska,3.5
Loup County,Nebraska,0.2
Otoe County,Nebraska,0.5
Perkins County,Nebraska,0.4
Platte County,Nebraska,0.4
Richardson County,Nebraska,0.2
Sarpy County,Nebraska,4
Yakima County,Washington,1
Berkeley County,West Virginia,7.1
Braxton County,West Virginia,0.4
Brooke County,West Virginia,1.2
Grant County,West Virginia,0.7
Hampshire County,West Virginia,1
Harrison County,West Virginia,1.6
Kanawha County,West Virginia,7.3
Lincoln County,West Virginia,0.1
Marshall County,West Virginia,0.5
Mason County,West Virginia,0.6
Mineral County,West Virginia,2.8
Monroe County,West Virginia,0.7
King George County,Virginia,17.9
Lancaster County,Virginia,28
Mathews County,Virginia,9.2
Mecklenburg County,Virginia,36.8
Camuy Municipio,Puerto Rico,4.1
Cata̱o Municipi,Puerto Rico,14.4
Cayey Municipio,Puerto Rico,8.3
Cidra Municipio,Puerto Rico,8.3
Coamo Municipio,Puerto Rico,10.4
Fajardo Municipio,Puerto Rico,18.6
Guayama Municipio,Puerto Rico,18.5
Lincoln County,Idaho,0.4
Payette County,Idaho,0.2
Adams County,Illinois,3.5
Cass County,Illinois,3.1
Clay County,Illinois,0.3
De Witt County,Illinois,0.5
Edgar County,Illinois,0.3
Greene County,Illinois,0.9
Hardin County,Illinois,0.3
Henry County,Illinois,1.6
Jasper County,Illinois,0.1
Kane County,Illinois,5.7
Lee County,Illinois,4.8
McLean County,Illinois,7.3
Marshall County,Illinois,0.3
Montgomery County,Illinois,3.2
Kanabec County,Minnesota,0.3
Kittson County,Minnesota,0.2
Koochiching County,Minnesota,0.6
Mahnomen County,Minnesota,0.2
Morrison County,Minnesota,0.4
Norman County,Minnesota,0.2
Ramsey County,Minnesota,11
Roseau County,Minnesota,0.2
Swift County,Minnesota,0.5
Waseca County,Minnesota,2
Wright County,Minnesota,1.1
Carroll County,Mississippi,32.7
Clay County,Mississippi,58.2
Forrest County,Mississippi,36.1
Hinds County,Mississippi,69.1
Jasper County,Mississippi,52.6
Morgan County,West Virginia,0.6
Washington Parish,Louisiana,31
West Carroll Parish,Louisiana,15.7
Kennebec County,Maine,0.6
Allegany County,Maryland,8
Queen Anne's County,Maryland,6.9
Talbot County,Maryland,12.8
Berkshire County,Massachusetts,2.7
Suffolk County,Massachusetts,21.6
Calhoun County,Michigan,10.9
Guayanilla Municipio,Puerto Rico,8.3
Genesee County,Michigan,20.7
Jackson County,Missouri,23.9
Johnson County,Missouri,4.3
Lawrence County,Missouri,0.3
Macon County,Missouri,2.3
Miller County,Missouri,0.4
Oregon County,Missouri,0.1
Pike County,Missouri,7.2
Randolph County,Missouri,5.9
Ste. Genevieve County,Missouri,0.7
Scott County,Missouri,11.4
